"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"2001","Ljubljana",289,41,1.1,0.7,0.2,2.4,1.775,1.2,0,0,981.3,980.425,980,79.4,73.65,61.4,1.2,-1.75,-3.4,5.2,3.8125,3.1,108.25,"3",73.5833333333333
"174","Koper",460,99.125,2.5,1.775,1,6.6,3.9,2.1,0,0,1020.7,1020.2375,1019.9,61.3,52.175,38.8,14,10.8625,9.7,28,24.5375,22.8,155.1,"7",123.75
"1168","Koper",262,41.875,2.5,1.85,1.4,3.9,3.0375,2.4,0,0,1025.9,1025.475,1025.2,78,73.9875,59.3,8.8,6.65,6.1,18.9,15.75,14.9,114.05,"9",93.4666666666667
"1621","Ljubljana",11,1.375,2,0.8375,0.2,3.4,2.2125,1.6,1.475,10.4,971.4,970.4125,969.7,96.3,94.375,90.9,-1.7,-1.9,-2.3,3.4,1.375,0.7,42.45,"2",37.9333333333333
"1241","Koper",6,0.75,2.4,1.9,1.2,3.8,3.3125,2.7,0,0,1033.8,1032.275,1031.1,90.8,88.725,82.8,0.7,-0.0875,-0.9,3.9,3.525,3.1,56.8,"12",58.7833333333333
"1908","Ljubljana",2,0.25,2.7,1.775,0.9,7.1,4.7375,2.5,0,0,990.4,989.6,989.1,80.4,75.4625,68.4,8.2,7.575,7,7,5.25,3.8,44.55,"12",55.3166666666667
"1713","Ljubljana",235,50.375,1.8,1.0375,0.2,6,2.9125,1.7,0,0,980.8,979.9625,979.4,80.5,69.0625,52,1.7,1.3875,1.1,11.9,10.725,9.4,83.45,"5",91.7
"1267","Ljubljana",3,0.375,1.2,0.7375,0.4,2.6,1.725,1,0,0,998.8,997.7875,996.8,94.5,93.5625,92.9,-4.3,-4.525,-4.7,3.3,2.875,2.3,37.1,"1",48.8833333333333
"1116","Koper",445,89.75,2.3,1.825,1.1,3.6,3.0125,1.7,0,0,1016.4,1016.2625,1016.1,75.4,67.8875,56.5,14.6,12.4625,11.9,24.1,20.7,18.7,153.55,"8",135
"268","Koper",102,16.625,2,1.525,1.1,3.2,2.6,2.2,0,0,1022.2,1021.825,1021.5,90.1,85.1375,80,4,3.575,3,12.8,11.35,10.6,81.3,"10",86.6
"269","Koper",47.5,6.375,2,1.4375,1,3.2,2.375,1.7,0,0,1019.7,1018.5125,1018,81.6,78.4875,77.1,4.2,3.65,3.4,14.9,14.4375,14.1,61.35,"10",84.4833333333333
"1419","Ljubljana",268,76.625,1.3,0.625,0.3,2.6,1.5875,1.2,0,0,985.6,985.3,985,92.4,85.5125,70.2,4.8,2.6625,1.8,13.8,10.8125,9.3,91.65,"6",90.9
"165","Koper",498,107,2.4,1.9375,0.8,3.8,3.175,1.9,0,0,1018.3,1017.325,1016.8,69.6,66.1625,58.4,9.1,6.4375,5.7,20,17.5,15.9,144.3,"6",115.366666666667
"1234","Koper",10,1.25,3,2.3125,1.6,4.4,3.65,2.8,0,0,1033.4,1033.1875,1032.9,57.9,55.3375,52.8,-1,-3.0625,-3.8,0.7,-0.075,-0.6,61.45,"11",62.6333333333333
"1072","Koper",196,38.375,2.1,1.65,1.2,5.1,3.45,2.2,0.575,4.1,1016.4,1015.1875,1014.5,84.9,75.15,50.4,7.3,6.6,5.9,21.2,18.1625,16.7,88.25,"6",97.6833333333333
"979","Koper",202,29.75,2.1,1.625,1.3,3.5,2.95,2.1,0,0,1016.3,1015.925,1015.6,81.7,75.6375,68.7,2.8,1.175,0.1,8.3,5.6875,4.7,112.9,"3",93.1166666666667
"2314","Ljubljana",147,41.125,1.3,0.8625,0.5,2.7,2.025,1.2,0,0,983.9,983.25,982.9,65.6,59.9375,52.5,5.3,5.025,4.8,16.8,14.7875,13.7,61.8,"7",88.6166666666667
"412","Koper",137,18.375,4.9,2.9625,1.7,14.2,8.3,4.4,0,0,1027.2,1024.3875,1023.1,54.1,52.65,50.5,-0.6,-1.5625,-2.6,12,11.35,10.7,92.3,"3",80.8833333333333
"225","Koper",194,34.375,2.4,1.8,0.9,3.9,3.1375,1.9,0,0,1019.1,1018.775,1018.5,73.6,69.6125,66,9.6,9.2125,8.6,20.3,17.95,16.8,118.6,"9",123.133333333333
"2350","Ljubljana",388,79.375,1.6,1.075,0.7,3.4,2.3,1.5,0,0,990.6,990.35,990,88.7,82.925,73.1,12.7,11.0875,10,17.5,15.3625,13.9,78.1,"8",108.05
"1052","Koper",236,63.75,3.9,2.7125,1.9,6.8,4.85,3.1,0,0,1013,1011.975,1011.5,70,65.65,62,5.5,5.1125,4.7,20.1,18.95,18.5,104.3,"5",123.45
"300","Koper",42,5.25,5.4,3.8,1.7,10.6,8.3375,4.2,0,0,1024.2,1023.0625,1022.3,56.8,54.7,53,0.5,-0.0625,-0.6,12.4,12.1375,11.8,56.75,"11",57.6
"4","Koper",5,0.625,2,1.775,1.3,4.8,3.25,2.4,0,0,1032.4,1030.9125,1030.1,89.3,87.8625,86.2,3.3,2.9625,2.6,5.4,5.0375,4.4,49.05,"1",63.1166666666667
"1231","Koper",4,0.5,2.6,1.6625,0.5,4.3,3.025,1.2,0,0,1014.6,1013.9,1013.4,90.7,89.7,88.3,2.4,2.3375,2.2,13.4,13.1,12.8,63.4,"11",57.25
"1109","Koper",462,92.375,3.9,1.8875,0.9,6.5,3.85,1.9,0,0,1014.9,1014.5125,1014.2,66.6,61.175,53.5,16,14.125,12.9,27.7,26.3125,24.6,142.25,"7",130.566666666667
"1460","Ljubljana",399,84.25,1.7,0.8625,0.5,3.2,1.875,1.2,0,0,981.1,980.675,980.4,66.6,59.6,51.1,19.9,18.6,18.2,24.7,21.8875,19.9,146.35,"8",165.066666666667
"1155","Koper",122,20.875,2.3,1.225,0.6,5.5,3.275,1.6,0,0,1015.4,1014.4625,1014.1,60.8,56.25,48.6,13.5,12.8625,12.4,26.2,24.5125,22.8,126.8,"9",108.383333333333
"1657","Ljubljana",226,35.5,0.7,0.375,0.1,2.1,1.6,0.9,0,0,987.2,986.2125,985.7,86.1,80.3,73,4.5,3.6,3,7.8,5.9625,4.4,106.55,"3",111.05
"850","Koper",304,78.25,5.1,2.925,0.9,12.3,7.15,2.3,0.325,0.2,1015.1,1014.625,1014.2,84.9,64.2375,43.1,7.2,6.1875,5.6,20.8,19.5875,19.1,109.7,"6",121.333333333333
"419","Koper",199,27.5,2.3,1.7875,1.3,3.8,3.35,2.6,0,0,1022.4,1020.6375,1019.1,75.8,73.6875,64.8,5.3,4.4625,3.3,8.1,6.775,5.7,157,"3",139.716666666667
"42","Koper",16,2,4.8,3.6375,2.9,12.3,9.8,8,0,0,1017.5,1015.85,1014.9,53.9,51.8375,50.1,-5.3,-5.4125,-5.6,7.1,6.825,6.6,83.65,"2",77.3666666666667
"218","Koper",347,68.125,2.2,1.6625,1.2,3.9,2.875,1.9,0,0,1016.2,1015.3625,1014.9,62.4,56.5375,38.7,11.9,9.3875,8.5,25.4,19.9375,18.1,136.7,"8",112.283333333333
"925","Koper",4,0.5,2.5,2.0875,1.6,3.6,3.3125,2.6,0,0,1021.2,1019.5875,1018.9,85.2,79.075,74.4,-6,-7.075,-8.3,-0.5,-0.975,-1.4,62.65,"1",66.55
"1071","Koper",256,57.375,2.5,1.7375,0.7,4.1,2.85,1.3,0,0.5,1016.5,1015.7125,1015.3,68.1,65.325,59.4,8.4,7.85,7.4,20.6,17.0625,15.8,90.9,"6",97.85
"929","Koper",9,1.125,2.2,1.6375,1.1,4,3.325,2.7,0,0,1033.9,1032.8125,1032.2,91.6,90.3375,88.4,3.1,1.825,1.3,1.1,0.8375,0.5,47.65,"1",64.9
"2246","Ljubljana",461,79.125,1.2,0.55,0.2,2.8,1.55,0.8,0,0,981.5,980.7875,980.4,96.4,92.2625,83.1,6.7,4.925,3.9,11.8,9.6125,8.8,106.45,"5",107.983333333333
"1587","Ljubljana",2,0.25,0.6,0.35,0,1.8,1.275,0.1,0.05,0,984.6,982.6125,980.4,97.6,96.8375,96,1.3,0.825,0.6,7.5,7.15,6.9,34.15,"1",47.3666666666667
"637","Koper",26,3.375,7.4,7.1625,6.8,15,13,11.9,0,0,1006.6,1005.4125,1004.5,65.2,63.9375,63,4.9,4.6875,4.4,18.9,18.5875,18.4,97.9,"11",89.9166666666667
"922","Koper",3,0.375,3,2.3375,1.7,5.8,3.925,2.7,0,0,1021,1019.8,1018.6,52,46.15,37.9,-11.2,-12.1125,-12.6,1.6,0.4875,-0.4,64.65,"1",67.6833333333333
"2395","Ljubljana",107,18.125,0.9,0.2875,0,3.1,1.4625,0,0,0,983.6,983.0875,982.7,92.9,88.45,79.7,-0.7,-0.975,-1.4,8.5,6.4125,5.1,48.05,"10",60.2333333333333
"1966","Ljubljana",8,1,1.6,0.825,0.4,3.1,1.925,1.3,0.2875,2.4,970.5,969.1625,968.6,95.2,92.0375,87.4,-2.4,-3.225,-4,3.8,3.05,2.6,65.7,"2",83.3666666666667
"1338","Ljubljana",38,5.875,0.9,0.5625,0.2,2,1.7,1.2,0.075,1.7,970.3,969.9625,969.7,94.7,93.6375,92.3,-0.1,-0.1125,-0.2,3.9,3.75,3.6,63.6,"3",79.3166666666667
"988","Koper",36,6.25,1.7,1.1,0.5,3.4,2.1375,1.3,0.025,0.2,1014.7,1014.2375,1014,80.9,77.2875,71.5,-0.1,-0.9375,-1.5,12,10.5875,9.6,102.35,"3",106.983333333333
"1761","Ljubljana",445,91,1.2,0.7125,0.2,2.9,1.95,0.9,0,0,985.2,984.8375,984.5,98.1,92.4125,82.6,14.1,12.45,11.6,19.8,17.1125,15.6,130.8,"7",106.1
"1209","Koper",7,0.875,1.6,0.9,0.4,2.7,1.8625,1,0.225,1.8,1018.2,1015.7,1013.6,84.3,70.275,52.4,2.3,0.575,-0.4,13.1,12.7875,12.3,82.6,"11",68.2
"1182","Koper",44,8.125,3.1,2.0875,1.3,5.4,3.6,2.4,0,0,1016.9,1016.525,1016.1,74,66.0625,56.4,-0.7,-0.975,-1.4,12.5,11.0125,9.5,40.55,"10",77.0166666666667
"2309","Ljubljana",470,114.875,0.8,0.4875,0.3,2.1,1.4375,0.9,0,0,981.3,980.9375,980.7,88.2,81.75,68.6,16.6,15.625,15,24.7,21.3625,19.7,138.25,"7",127.1
"1449","Ljubljana",423,94,2.4,1.0625,0.6,4.8,2.4125,1.6,0,0,980.4,979.9125,979.4,87.7,76.975,66.3,17.7,16.9,16.1,26.7,23.275,21.5,159.15,"7",161.816666666667
"1550","Ljubljana",5,0.625,1,0.6375,0.3,2.6,1.8375,1.3,0,0,981.3,980.35,979.8,76.7,74.925,73,-5,-6.1125,-7.1,0.7,0.2,-0.1,37.05,"11",41.2166666666667
"2184","Ljubljana",244,31.375,1.9,1.0125,0.5,4.9,2.9,1.5,0.5375,1.7,965.3,964.0875,963.4,97.8,95.6,92,-2,-2.725,-3.2,5,4,3.8,67.1,"3",54.75
"648","Koper",42,5.25,6.4,3.725,1.8,15,7.8875,5,0.3375,1.5,1006.3,1005.025,1003.7,77.1,71.7625,68.2,4.3,3.35,2.6,17.4,16.075,15.4,81.55,"11",61.35
"2227","Ljubljana",228,57,3.7,1.3625,0.3,7.1,3.2,1.3,0,0.2,980.3,978.9,978.1,82.5,69.825,54.1,5.1,4.4625,3.9,16.4,13.3625,10.5,95.5,"4",100.083333333333
"303","Koper",31,3.875,2.4,1.8125,1.1,5.8,4,2,0.1375,1.1,1011.4,1008.775,1006.5,78.7,76.3625,68.7,3.1,2.8375,2.4,15.1,13.7125,12.5,79.45,"11",60.4166666666667
"1193","Koper",45,6.5,2.1,1.4375,0.8,6.4,3.35,1.9,1.3125,7.8,1012.6,1011.3125,1010.8,91.8,88.3,80.2,0.2,-0.1375,-0.9,14.7,14.225,13.5,86.7,"10",52.6666666666667
"1110","Koper",423,91.875,2.9,1.7625,0.7,4.8,2.975,1.4,0,0,1014.3,1013.7125,1013.4,79.4,75.3125,68,14.3,13.025,12,26.4,24.025,22.5,106.05,"7",129.966666666667
"130","Koper",388,86.625,6.1,3.5125,1.3,8.2,5.5375,2.7,0,0,1015.9,1014.675,1013.7,70.6,65.35,58.3,2.2,1.7875,1.3,17.6,16.075,14.4,117.35,"5",107.033333333333
"53","Koper",101,12.75,2.3,1.9125,1.3,3.7,3.1875,2.3,0,0,1016.2,1013.8125,1012,83.1,74.275,66.9,-5,-6.3375,-7.7,5.9,4.65,3.6,91.35,"2",85.1333333333333
"1216","Koper",14,1.75,3.8,3.0625,2.2,11.1,8.6375,5.8,0,0,1013.2,1010.975,1009.3,66.1,60.1375,58.3,-3.8,-3.9125,-4.1,9.8,9.5375,8.9,50.9,"11",61.9
"169","Koper",545,122.625,1.8,1.3,0.9,3.2,2.3,1.9,0,0,1015,1014.275,1013.8,72.8,66.7625,50.7,13.2,11.1,10.3,24.6,22.3625,21.1,142,"7",119.2
"982","Koper",236,36,1.9,1.2875,0.5,3.2,2.425,1.3,0,0,1011.1,1009.3,1008.2,93.3,88.6875,67.7,-0.6,-1.4375,-2.3,12.3,9.5875,7.9,91.05,"3",112.733333333333
"1083","Koper",469,95.25,2.2,1.75,1.2,3.9,3.3,2.6,0,0,1016.8,1016.325,1016,78.2,67.325,44.2,15.3,13.2375,12.1,26.5,22.4875,20.7,129.95,"7",142.9
"1882","Ljubljana",3,0.375,1.3,0.6125,0.3,2.4,1.4375,0.8,0,0.5,984.7,983.6125,983,86.2,82.5375,79.4,1.8,1.0125,-0.4,3.2,3.025,2.9,21.9,"11",26.15
"2359","Ljubljana",163,29.875,1,0.5375,0.1,2.6,1.6875,1,0,0,986.8,986.475,986.2,93.8,91.8,87,14.1,12.7875,12.1,18.2,17.625,17.2,122.05,"9",109.383333333333
"1271","Ljubljana",2,0.25,1.1,0.675,0.3,2.8,1.8625,1.5,0,0,985.9,984.575,984,97.6,96.3,92.6,0.4,-0.025,-0.5,1.4,0.6125,0.2,50.7,"1",32.25
"433","Koper",17,3.25,5.1,1.8375,0.7,11.5,4.025,1.4,0.325,2.6,1008.7,1006.4,1004.5,89,78.6625,66.2,5.3,4.275,2.9,15.4,14.05,13.4,98.06,"4",114.44
"1336","Ljubljana",290,49,1.4,0.9,0.2,2.7,1.8875,0.9,0,1,978.7,977.9,977.5,84.8,79.675,71.2,-7.4,-7.8125,-8.2,-0.6,-1.7375,-2.8,93.9,"3",93.6166666666667
"1959","Ljubljana",17,2.125,0.8,0.55,0.3,2,1.3125,0.9,0,0,980.2,979.85,979.6,98.8,98.2625,97.5,-3,-3.1875,-3.4,1.9,1.7375,1.5,72.95,"2",51.4
"1881","Ljubljana",8,1,1.1,0.8375,0.6,2.9,1.8625,1.5,0,0,989.2,988.025,987.4,90.4,87.2125,82.6,-1.7,-2.2875,-2.6,4.1,4,3.9,28.85,"11",22.9166666666667
"437","Koper",352,50,3.6,2.9125,1.9,8.8,6.5,4.3,0.2875,0,1017.8,1015.7125,1014.4,90.6,67.475,47.1,1.8,0.7625,-0.2,16.3,14.675,13.9,103.985,"4",118.693333333333
"2406","Ljubljana",46,6.75,0.9,0.7,0.4,1.9,1.525,1.2,0,2.8,986.7,985.9875,985.5,92.6,90.525,88.8,4.3,3.5625,2.7,9.9,9.375,9.2,40.05,"10",39
"1113","Koper",394,81.25,4.8,1.9125,0.8,8.5,3.225,1.6,0,0,1014.4,1013.375,1012.7,78.1,71.5375,55.4,16.8,14.875,13.7,28.9,24.6875,23,172.35,"7",132.216666666667
"2071","Ljubljana",445,105.5,1.1,0.75,0.4,3.1,2.5625,2.1,0,0,987.1,986.125,985.5,93.5,87.9875,72.7,10.2,8.5125,7.2,18.9,16.425,15.3,118,"6",124.15
"1904","Ljubljana",3,0.375,1.4,0.8125,0.6,3.1,2.2,1.7,0.0125,0.1,986.3,985.7375,985.4,97.5,96.6875,95.8,6.1,4.95,3.3,4.5,3.6,2.5,53,"12",9.95
"711","Koper",1,0.125,4.2,3.325,2.2,10.2,8.225,5.9,0,0,1011.9,1011.6,1011.3,51.6,49.4375,47.3,-3.9,-4.15,-4.4,9.7,9.4625,9.3,49.3,"1",53.65
"2238","Ljubljana",220,46.25,0.9,0.7125,0.3,2.3,1.6,0.9,0,0,986.2,985.1875,984.5,93.9,92.0125,88.8,-2.2,-2.7875,-3.4,3.3,2.4625,2.1,97.6,"4",70.1333333333333
"1744","Ljubljana",566,105.875,1.4,0.9125,0.6,2.6,2.3375,2,0,0,982.8,982.1,981.4,98.1,93.75,81.3,7.3,4.9125,4,15.4,12.8125,11.6,111.35,"6",119.416666666667
"2128","Ljubljana",193,50.25,0.4,0.075,0,2.3,0.7375,0,0,0,983.9,983,982.3,86.1,80,74.6,16.9,15.075,13.7,19.8,18.2875,16.8,146,"8",128.533333333333
"83","Koper",223,36.25,4.1,2.8,1.8,8.1,5.8625,4.2,0,0,1007.2,1006.3,1005.9,51.4,48.55,44.6,-10.5,-11.65,-12.6,3.8,2.5875,1.8,107.15,"3",94.4666666666667
"1406","Ljubljana",530,137.5,0.9,0.675,0.5,2.7,1.9375,1.5,0,0,986.8,986.3375,985.8,86.5,77.2375,62.4,10.7,7.725,6.6,18.2,14.025,11.4,113.4,"6",103.616666666667
"2434","Ljubljana",35,4.375,1.1,0.6375,0.4,2.3,1.6,1.1,0,0,993.3,991.3625,990,81.7,78.4375,74.2,5.4,3.8875,1.7,0.2,0.05,-0.2,57.55,"11",57.8833333333333
"1222","Koper",8,1,1.6,1.05,0.6,2.7,2.0375,1.4,0.275,2.5,1020.3,1018.775,1017.8,91.8,87.3875,84.2,1.9,0.6875,-0.3,12.2,10.65,10.2,71.85,"11",68
"233","Koper",177.9,27.8375,6.5,4.35,2.2,11.3,8.2875,3.4,0,0,1016.3,1014.7625,1013.9,66.3,59.5,53.3,11.2,10.575,9.4,25.3,24.6375,23.1,118.8,"9",118.833333333333
"632","Koper",80,10.375,2.4,2.0125,1.6,4.1,3.65,2.8,0,0,1026.1,1025.675,1025.4,71.5,66.225,58.8,4.1,2.65,1.6,11.4,9.9125,8.8,78.85,"10",78.9666666666667
"1296","Ljubljana",13,1.625,1.6,1.1625,0.6,3.4,2.7625,1.7,0,0.6,979.5,979.3875,979.3,88.4,85.3125,82.7,1,0.0875,-1.5,2.5,0.3875,-0.6,28.45,"2",64.8166666666667
"1572","Ljubljana",4,0.5,0.8,0.3875,0.2,2.4,1.6375,1.1,0.075,0.5,997.5,996.3625,995.4,98.9,98.2625,97.2,0.5,0.3,0.2,5.3,4.9875,4.7,35.25,"12",4.85
"259","Koper",46.8,6.8,2.2,1.5625,1.1,3.3,2.7,2.1,0,0.1,1024.7,1023.0125,1022.1,69,65.7,63.6,9.5,5.6125,2.5,14.3,13.6,12.8,71.95,"10",77.1833333333333
"2046","Ljubljana",233,56.625,2.7,1.4125,0.5,5.8,4.175,2.2,0,0,978.3,976.1,975.5,85.8,70.6375,55.4,9.1,7.425,6.5,18.8,16.475,14.5,129.35,"5",132.866666666667
"1151","Koper",147,35.875,4.4,3.8625,3.3,12.8,10.2375,8.8,0,0,1019.9,1019.2125,1018.8,54.3,52.55,50.4,11,9.7375,9,22.8,22,21.3,92.3,"9",107.566666666667
"1427","Ljubljana",473,110.125,1.1,0.6375,0.4,2.8,1.7125,1.2,0,0,989,988.8375,988.7,92.9,86.5375,71,12.4,11.55,11,21.7,17.975,16.4,107.15,"7",118.75
"588","Koper",225,41.375,2,1.4,0.9,3.4,2.55,2,0,0,1016.2,1015.4375,1014.9,78.5,72.5125,59.5,8.9,7.475,6.4,21.3,19.0125,17.7,93.5,"9",107.35
"1851","Ljubljana",19,2.875,1,0.625,0.3,1.8,1.3625,0.6,0,0,994.7,994.2875,994,85.6,84.5375,81.9,-2.1,-2.4125,-2.7,6.5,6.1375,5.9,54.8,"10",51.5
"1413","Ljubljana",505,127.625,1.2,0.8625,0.6,2.7,1.9125,1.3,0,0,981.5,981.4625,981.3,84,76.925,65.6,17.8,16.4625,15.8,24.5,21.3375,19.4,125.75,"6",140.483333333333
"2298","Ljubljana",518,127.875,0.9,0.55,0.1,2.3,1.4875,0.8,0,0,981.8,981.3375,981,84,76.175,62.4,15.9,13.75,13.1,21.7,18.25,16.6,117.7,"6",85.7166666666667
"2419","Ljubljana",23,3.125,0.9,0.5125,0.3,1.9,1.425,0.8,0,0,991.4,990.75,990.4,97.9,95.375,93.1,8.6,6.85,6,3.6,3.275,3,67.85,"11",60.2833333333333
"291","Koper",35,4.75,2.8,1.9625,1.3,4.3,3.2125,2.7,0.0125,0.1,1004.2,1001.7375,1000.3,85.1,82.725,81,0.7,0.1625,-0.3,10,8.85,8.2,53.1,"11",76.4
"1282","Ljubljana",1,0.125,2.1,1.525,0.9,4.1,3.1375,1.8,0,0,966.9,966.4625,966,86.9,86.325,85.9,-7.9,-8.0875,-8.3,-0.3,-0.5125,-0.7,25.2,"1",29.8
"687","Koper",0,0,5.2,3.0625,1.5,13.7,8.15,4.5,0,0,996.7,996.0375,995.4,73,61.225,53.4,-7.7,-8.025,-8.7,4.6,4.2,3.5,70.65,"12",56.7666666666667
"1003","Koper",361,68.625,3.2,1.75,1.1,5.1,3.8375,2.2,0,0,1014.3,1013.6375,1013.2,80.9,69.075,54.1,4.1,3.125,2.4,17.5,13.725,11.4,118.8,"4",85.85
"1868","Ljubljana",10,1.25,1.4,1.025,0.2,2.8,2.275,1.2,0.8875,5.5,973.9,972.15,971.4,97.4,96.15,93,4.5,3.65,3.4,12.4,11.725,11.3,22.4,"11",21.1166666666667
"1383","Ljubljana",517,124.875,2.4,1.15,0.5,6.1,2.9875,1.6,0.425,1.1,981.9,980.8875,980.4,95.9,90.4375,82.6,2.4,1.3625,0.7,12.6,10.425,9.2,103.4,"5",101.716666666667
"1106","Koper",358,72.125,2.3,1.5875,0.9,3.5,2.7625,1.8,0,0,1016.3,1016,1015.6,83.3,79.075,70.7,17.1,15.8375,14.9,27,23.325,22.3,144.05,"7",135.45
"152","Koper",420,103,2.3,1.675,0.9,3.7,2.8,1.7,0,0,1016.4,1015.8125,1015.5,74.1,66.875,54.6,13.7,11.1625,9.6,24,19.7125,17.7,157.45,"6",140.116666666667
"1728","Ljubljana",175,53.875,3.4,1.1875,0.7,7.8,2.925,1.7,0.025,0.2,982.6,982.3875,982.1,87.3,82.1,61.8,4.8,2.8625,2.3,14.1,11.0625,9.8,94.2,"6",78.4333333333333
"256","Koper",230,36,2.1,1.5875,1.3,4.5,3.3875,2.2,0,0,1015.6,1013.6375,1012.3,79.1,70.8,50.9,2.3,1.6375,1,15.9,13.625,11.5,80.45,"10",78.9333333333333
"1349","Ljubljana",266,60.25,0.9,0.5,0.1,1.8,1.3375,0.8,0,0,990.2,989.6,989.2,77.9,70.825,61.9,7.3,6.225,5.2,12.5,10.3625,9.4,116.3,"4",112.15
"1055","Koper",359,87.5,2.3,1.675,0.7,4,2.775,1.2,0,0,1011.6,1011.3125,1011.1,90.9,85.825,73.1,8.7,7.5875,7.1,19.4,16.0375,14.5,107,"6",103.65
"2308","Ljubljana",481,118.625,0.9,0.5125,0.1,2.4,1.55,0.7,0,0,984.1,983.9,983.6,88.4,79.875,66,16.2,14.65,13.5,23.8,20.75,18.8,121.35,"7",122.85
"656","Koper",20,2.5,2,1.6,1.1,3.3,2.9875,2.5,0,0,1025.8,1025.025,1024.5,94.1,93.5875,92.9,9.4,6.4125,5.5,7.1,6.325,5.5,35.2,"11",48.75
"1073","Koper",510,92.875,2.9,1.65,0.8,4.7,2.85,1.5,0,0,1022,1021.25,1020.8,86.4,81.075,66.3,11,8.7875,7.3,20.8,17.175,15.6,127.5,"6",92.6
"1173","Koper",183,29.875,2.8,2.05,1.6,4.1,3.1375,2.3,0,0,1028.7,1027.8875,1027.2,84.2,81.9375,75.7,11.5,10.5875,10,17.6,15.2875,14.4,126.15,"9",117.066666666667
"15","Koper",2.9,0.3625,2.7,1.8375,0.9,6.6,3.8375,2,0.1625,1.4,1010.2,1009.3875,1008.9,91.8,85.1,76.1,-3.9,-4.7625,-5.5,8.1,6.6125,5.3,80,"1",59.3833333333333
"803","Koper",206,54.75,1.8,1.225,0.5,3.3,2.2875,1,0,0,1015.2,1014.55,1014.2,82.8,76.95,69.2,6,3.3125,2.6,17.2,15.225,13.8,113.5,"4",124.133333333333
"1819","Ljubljana",108,18.625,0.6,0.2875,0,2,1.3375,0.5,0,0,982.4,981.8,981.4,99,98.0375,96.2,8.4,7.2375,6.5,13.2,12.875,12.6,53.6,"9",55.5833333333333
"345","Koper",1,0.125,2.1,1.325,0.9,4.4,2.95,1.9,0,0,1023.6,1022.6625,1022,81,69.775,63,-2.9,-3.15,-3.4,8.8,7.625,5,60.45,"12",75.1333333333333
"341","Koper",2,0.25,2.9,1.575,0.8,9.9,4.2375,2,0.35,2.8,1005.4,1002.2375,998.9,94.4,83.4375,65.2,0.4,0.0875,-0.3,12.3,11.3625,10.6,75.05,"12",89.3166666666667
"2137","Ljubljana",2,0.25,1.1,0.6,0.4,2.8,1.8875,1.3,1.2,8.5,967.9,967.3625,966.9,99.2,98.45,97.7,2.9,1.5375,0.6,2.4,2.3125,2.1,31.75,"1",5.26666666666667
"2132","Ljubljana",198,44.125,2.2,1.3375,0.8,5.3,3.775,2.4,0.1625,2.1,975.1,974.5625,974.2,96.3,89.625,85.2,12.6,11.3625,9.8,19.8,18.9875,18.3,119.35,"8",148.366666666667
"1688","Ljubljana",66,11.5,0.8,0.575,0.3,2.7,1.9875,1.1,0.025,0.2,974.5,973.825,973.4,94.1,92.625,91.3,2.4,1.9625,1.7,10.3,9.85,9.7,50,"4",89.8
"845","Koper",500,109.75,2.5,1.7,0.9,3.7,2.825,1.4,0,0,1016,1015.6125,1015.4,71.8,67.5,60.5,12.4,11.025,10.2,24.5,21.8375,20.3,149.05,"6",146.933333333333
"44","Koper",48,6,2.1,1.4125,0.8,5,3.2875,2.3,0,0,1019.7,1019.125,1018.9,74.3,68.6125,62.6,-5.5,-6.025,-6.5,5.8,3.8625,2.4,85.5,"2",76.4
"2453","Ljubljana",10,1.25,0.7,0.4375,0.3,1.3,1.1125,0.6,0,0,995.5,995.1125,994.8,75.4,74.4375,71,-1.5,-2.2375,-2.8,1.3,1.0875,0.8,31.9,"12",39.45
"1224","Koper",28,3.5,6.6,2.225,0.5,9.6,4.0125,1.9,0,6.4,1016.8,1015.625,1014.7,92.4,87.225,80.3,3.5,2.4,1.3,15.5,13.225,11.3,59.45,"11",73.2166666666667
"903","Koper",409,83.125,1.9,1.4125,1,3.6,2.6,1.7,0,0,1013.3,1012.55,1012.2,55.2,47.7375,26.5,15.3,13.2125,12.2,30.9,24.975,22.9,163.95,"8",153.066666666667
"90","Koper",109,18,2.8,2.3625,1.8,9.3,6.8,4.4,0,0,1004.1,1003.55,1003.3,52.4,51.325,49.8,-4.6,-5.1625,-5.6,9.7,8.6875,8,100.35,"4",96.85
"1758","Ljubljana",215,55.5,1.1,0.525,0.1,2.2,1.4875,0.7,0,0,983.8,982.6875,981.8,98.3,96.0125,89.6,12,10.8375,10.3,17.3,15.975,15.4,91.2,"7",93.55
"2401","Ljubljana",32,5.5,0.9,0.3375,0,2.4,1.4375,0,0,2.5,984.5,983.7125,983.4,89.5,87.2875,85.7,5.5,3.2375,0.5,9.2,8.45,8.2,16.95,"10",29.4
