"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"1937","Ljubljana",3,0.375,1.6,1.2875,1,3.5,2.7125,1.9,0.6125,4.2,978.9,978.5875,978.2,96.9,95.3125,93.9,-1.3,-1.775,-2.1,3.5,3.3,3.2,17.55,"1",25.7
"1883","Ljubljana",3,0.375,0.9,0.575,0.4,2.2,1.4,1,0.075,0.1,981.2,980.7625,980.5,95.2,94.2125,93.2,3,2.6625,2.4,4,3.5625,3.2,11.3,"11",26.1333333333333
"2468","Ljubljana",1,0.125,1.8,0.975,0.3,3.3,2.1375,0.8,0,0,997.7,996.85,996.3,90.3,87.1125,84.4,-2.2,-2.3375,-2.5,-0.7,-1.0125,-1.4,29.5,"12",26.0166666666667
"2331","Ljubljana",429,93.5,0.8,0.475,0.3,2,1.375,1.1,0,0,982.1,981.875,981.7,88.8,81.7125,69.9,16.4,14.725,13.9,21.3,18.7,17,110.6,"8",139.883333333333
"278","Koper",35.8,5.075,3,1.4375,0.5,5.3,3.2125,1.1,0,0,1020.2,1019.4625,1019.1,92.1,88.325,82.6,8.1,7.875,7.3,18.5,17.8875,17.1,62.8,"10",88.5
"789","Koper",348,59.125,2.7,1.8375,0.7,4.2,3.225,1.8,0,0,1029.7,1028.75,1028.1,82.2,77.9,68.7,5.2,3.6625,3,13.3,9.425,7.9,130.75,"4",125.283333333333
"2329","Ljubljana",425,95.125,1.8,1,0.3,4.2,2.325,1.4,0,0,980.8,980.175,979.8,78.6,74.3875,67.5,16.8,14.875,13.7,23.2,21.45,20.3,156.1,"7",111.266666666667
"1857","Ljubljana",23,3.125,0.8,0.5625,0.3,1.8,1.3375,0.9,0,0,989.8,989.1125,988.7,99,98.7375,98.2,7.2,6.425,6,5.2,4.9125,4.7,8.8,"11",44.7333333333333
"521","Koper",472,103.125,2.2,1.625,1,3.6,2.6375,1.7,0,0,1015,1014.3875,1014.1,88.5,79.55,60.5,15.1,13.05,12.2,26.6,22.7875,21.2,145.7,"7",141.9
"520","Koper",487,105,2.3,1.65,0.9,3.1,2.6125,1.7,0,0,1015,1014.2125,1013.9,84.8,79.85,70.4,13.9,11.7625,10.7,23.6,21.0375,19.5,151.8,"7",135.983333333333
"1104","Koper",402,85.625,2.5,1.7875,0.8,4,3,1.7,0,0,1014.2,1013.875,1013.6,66.7,60.0375,50.6,16.1,14.5375,13.3,27.1,23.6375,22,134.35,"7",130.183333333333
"59","Koper",144,18.5,2.2,1.7375,1.2,3.9,3.4,2.8,0,0,1019,1018.025,1017.4,65.3,57.7125,50.3,-0.4,-2.1,-3.7,2.8,1.275,0,95.5,"3",82.7
"1285","Ljubljana",2,0.25,0.9,0.5625,0.3,3.3,1.6875,0.9,0.4625,4.4,962.4,961.35,960.5,98,97.6625,97.1,0.4,0.1875,0,1.7,1.3375,1.1,6,"1",28.1166666666667
"1441","Ljubljana",442,103.375,1,0.625,0.5,2.3,1.575,1,0,0,983.1,982.55,982.2,86.9,78.1625,64.5,15,12.7125,12.1,22.5,19.0875,17.1,131.95,"7",122.083333333333
"1670","Ljubljana",255,45.5,3.2,2.5375,1.3,7,5.375,2.5,0,0,977.1,976.5125,976,75.8,69.9125,62,2.5,2.0625,1.7,13,11.3375,10.6,95.35,"4",117.366666666667
"1507","Ljubljana",17,3.5,1.3,0.85,0.5,3.3,2.075,1.3,1.5875,13,978.5,977.7875,977.3,97,94.525,91.6,9.2,8.5,7.4,13.4,12.875,12.5,66.45,"9",57.0166666666667
"559","Koper",407,80.25,2.6,1.65,0.9,4.4,2.875,1.8,0,0,1018.6,1017.9375,1017.4,82.8,74.925,52,7.4,5.075,4,21.1,16.2,14.2,95.35,"8",92.8833333333333
"1762","Ljubljana",454,107.125,1.1,0.3,0,2.8,1.3375,0.3,0,0,984.3,984.075,983.8,92,85.0625,72,14.4,12.8,12.2,22,18.6625,16.8,139.2,"7",119.3
"254","Koper",30.8,6.075,3.7,3.025,2.2,7.6,6.5,5.2,0.05,0.4,1004.9,1003.7375,1003,64.8,60.925,57.8,3.1,2.5625,2.3,15.3,14.7625,13.9,62.1,"9",102.266666666667
"185","Koper",456,97.25,2.2,1.675,1,3.5,2.9125,2.3,0,0,1015.4,1015.0375,1014.6,72.2,64.25,49.4,15,12.7125,12.1,26.8,22.8625,20.8,157.05,"7",141.05
"631","Koper",108,13.875,2.3,2,1.7,3.6,3.325,2.8,0,0,1022.9,1021.85,1021.5,80.7,78.025,71.1,2.6,2.25,1.8,8.5,7.225,6.7,76.55,"10",75.2666666666667
"1223","Koper",5.9,0.7375,5.5,3.975,1.3,11.4,8.15,3.2,0.375,2.7,1014.5,1013.65,1012.4,91.2,85.0875,79.3,5,4.4375,3.4,17.3,15.6875,14,70.55,"11",69.35
"1633","Ljubljana",32,4.25,0.7,0.2125,0,2.4,0.85,0,0,0,985.9,985.2625,984.9,97.4,94.6125,90.5,-2.1,-2.7625,-3.5,1.8,0.475,-0.6,73.8,"2",43.3
"1190","Koper",192,26.125,1.9,1.3625,0.8,3,2.4875,1.8,0,0,1023.9,1023.5,1023.2,95,92.85,87.3,6.9,6.275,5.7,14.8,13.4,12.4,48.45,"10",77.85
"418","Koper",155,21.75,2.9,1.625,0.9,4.5,2.75,1.7,0,0,1026.6,1025.7375,1025.1,71.1,65.0875,60.1,5,4.2875,3.8,9.2,7.7625,6.8,148.2,"3",126.95
"1854","Ljubljana",42,5.625,0.6,0.425,0.3,1.4,1.05,0.8,0,0,989.4,988.15,987.5,95.2,93.375,91.7,2.6,2.25,1.8,3.9,3.55,2.9,25.85,"10",50.8833333333333
"597","Koper",18,3.25,2.4,2,1.7,3.7,3.1125,2.5,0.025,0.2,1016,1015,1014.2,77.8,75.2375,72.3,5.7,4.4375,3.8,16.6,15.9,15.5,84.95,"9",92.7333333333333
"2428","Ljubljana",28,3.5,1.1,0.6875,0.5,2,1.7125,1.4,0.05,0.2,975.4,974.425,974,92,88.05,82.4,-2.9,-4.25,-5.3,3.6,3.1125,2.9,58.8,"11",48.9666666666667
"2440","Ljubljana",27,3.375,0.9,0.525,0.2,1.9,1.4875,0.8,0,0,984.6,983.7625,983.5,98.2,97.9875,97.6,4.7,4.45,4.2,10,9.025,8.5,21.7,"11",38.6666666666667
"713","Koper",9,1.125,1.6,1.15,0.8,4.1,3.0375,2,0,0,1024.2,1023.25,1022.8,42.6,39.1125,35.9,-9.2,-9.475,-10.1,6.6,5.9375,5.3,69.1,"1",50.15
"1967","Ljubljana",23,2.875,1.7,0.6875,0.3,3,1.5875,0.8,0.1625,1.2,972.5,972.3625,972.1,96.9,94.7625,92.3,-2,-2.2125,-2.4,3.1,2.825,2.6,66.1,"2",84.55
"1232","Koper",4,0.5,3.6,2.1375,0.5,8.1,4.4375,1.2,0,0,1013.6,1011.9,1011.2,91.8,76.2,53.7,-0.8,-2.5625,-4.9,11.6,10.6375,9.8,61.95,"11",61.2333333333333
"1669","Ljubljana",209,39.125,2.4,0.8375,0.5,4.3,2.2,1.2,0,0,979,978.3125,977.9,85.5,79.075,71.5,5.7,4.4625,3.3,11.9,8.5625,6.7,110.4,"4",119.583333333333
"2126","Ljubljana",413,90,0.1,0.0125,0,1.1,0.35,0,0,0,981.7,981.45,981.1,87.7,79.3125,64.3,15.3,13.2125,12.2,21.7,19.3125,17.5,131.4,"8",124.6
"32","Koper",25,3.125,2.8,1.7125,1,4.5,2.9875,2,0,0,1017,1016.4125,1015.9,64.2,56.475,47.8,-7.5,-8.4,-9,4.5,3.6625,2.9,74.65,"2",65.2166666666667
"2427","Ljubljana",11,1.5,1.5,0.8625,0.4,2.4,1.9125,1.1,0,0.2,975.1,974.6875,974.3,92.3,88.55,85.3,-6.8,-7.3875,-8.2,3.4,3,2.6,53.7,"11",56.4333333333333
"507","Koper",359,77.5,1.9,1.45,1,3.7,3.0625,2.3,0,0,1019.4,1018.8125,1017.8,68,65.35,56.4,12.2,10.525,9.3,25,22.775,21.9,138.95,"6",136.15
"131","Koper",84.6,27.825,2.4,1.96,1.2,5.9,3.8,2.1,0.225,3.8,1003,1002.68,1001.9,62.7,61.38,60.1,1.3,-0.2125,-1,14,13.46,12.9,84.7,"5",112.8
"2415","Ljubljana",51,6.875,0.9,0.725,0.6,2.2,1.775,1.2,0,0,998.7,997.85,997.3,91,89.525,88,4.8,1.4125,0.1,6.7,5.9375,5.2,44.55,"10",57.65
"1900","Ljubljana",2,0.25,2,1.1625,0.5,3.4,2.6625,1.6,0,0,986.7,985.9375,985.5,86.6,80,75.5,1.1,0.8625,0.5,10.9,9.9,9.1,56,"12",38.8166666666667
"2070","Ljubljana",506,126.5,0.6,0.2,0,2.4,0.9875,0,0,0,981.8,981.4875,981.2,84.9,74.9,61.3,13.8,10.65,9.3,21.7,18.0625,16,121.05,"6",125.966666666667
"1488","Ljubljana",229,52,0.9,0.5125,0.2,2,1.3875,0.8,0,0,986.9,986.4625,986,91.9,88.6125,82.6,12,11.2875,11.1,18,16.3875,15.5,115.9,"9",110.75
"734","Koper",38,4.75,2.1,1.725,1.4,3.2,2.6375,2.3,0,0,1019.4,1018.6125,1018.1,73.9,70.5,68.1,-3.7,-4.7,-5.7,6.4,5.25,3.9,96.75,"2",80.6166666666667
"1888","Ljubljana",1,0.125,1,0.825,0.6,3,2.0375,1.5,0.0125,0.1,981.7,980.2875,979.2,92.2,91.225,90.7,0,-0.0625,-0.4,2.6,2.4375,2.3,12.3,"12",5.66666666666667
"1545","Ljubljana",27,3.375,1.2,0.6125,0.3,2.5,1.4375,0.8,0,0.1,986.8,985.5875,984.6,91.3,90.1,89.1,1.6,0.8625,-0.5,6.9,6.7375,6.5,33.2,"11",50.0166666666667
"1240","Koper",6,0.75,1.7,1.2,0.7,3,2.0125,1.4,0,0,1028.4,1027.9875,1027.6,83.3,79.525,76.9,2.3,0.8125,-0.6,8.7,8.4125,7.9,55.8,"12",60.3833333333333
"938","Koper",7,0.875,4.1,1.75,0.4,7.9,3.3375,0.9,0,0.5,1025,1022.4125,1020.1,89.1,84.7375,76.8,-2.4,-2.875,-3.5,10.8,8.35,7,87.85,"2",73.0833333333333
"582","Koper",45,8.5,6.7,2.275,1.1,15.1,4.7375,2.2,1.7625,14.1,1014.2,1013.3875,1012.6,91.1,87.475,82.8,10.1,9.2375,8.7,21.4,19.725,18.7,102.1,"9",113
"10","Koper",0.9,0.1125,4.8,2.85,0.9,8,4.95,2.4,0.0375,0.3,1017.5,1015.9875,1014.9,88.9,86.7375,84.4,-3.4,-3.475,-3.6,9,8.625,8.3,45.1,"1",59.1333333333333
"2475","Ljubljana",3,0.375,1.2,0.7125,0.4,3.9,2.025,1.2,0,0,995.8,993.2875,991.6,93.1,91.8875,91,4,1.0125,-2,0,-0.55,-1.1,65.2,"12",9.03333333333333
"2346","Ljubljana",150,28.6875,1.1,0.5875,0.2,2.4,1.825,1.2,0,0,978.3,977.5125,977,94.3,92.8125,88.7,11.6,10.55,10,18.7,17.7125,17.2,128.6,"8",99.3833333333333
"2478","Ljubljana",3,0.375,0.9,0.6,0.3,1.7,1.25,0.8,0,0,1004,1003.5125,1003.1,91.1,89.525,88,-0.3,-2.575,-4.6,-4.3,-5.6,-6.5,37.15,"12",67.1833333333333
"1748","Ljubljana",454,110.25,1.1,0.675,0.2,2.8,1.825,1.1,0,0,979.5,978.475,977.8,89.3,82.725,68.5,12.3,11.8375,11.4,20.7,17.2875,15.8,119.75,"7",120.366666666667
"2435","Ljubljana",16,2,2.5,1.3375,0.5,5.2,3.0625,1.3,0,0,985.3,984.8125,984.5,75.6,67.475,58.4,6.7,4.0875,-2.5,7.1,6.525,5.4,82.15,"11",60.1333333333333
"1810","Ljubljana",86,17.875,1.4,0.5625,0.1,3.1,1.4875,0.5,0,0,978.4,978.075,977.8,96.8,94.975,90.4,9.8,9.6375,9.3,17.5,16.5375,16.1,62.8,"9",63.2666666666667
"1405","Ljubljana",528,133.875,1.2,0.875,0.5,3.4,2.175,1.4,0,0,983.3,982.5875,982.1,92,83.6375,63.9,8.1,6.725,6,17.9,13.7875,11.6,115.2,"6",105.966666666667
"288","Koper",29.7,3.7125,5.7,1.7375,0.5,11.9,3.5875,1.5,0.05,0.4,1014.1,1011.8625,1009.4,91,86.6,72.8,5.8,5.5375,5.4,18.9,17.05,16.3,84.95,"11",74.8333333333333
"2421","Ljubljana",11,1.375,2.9,1.8,0.3,6.7,4.4375,1,0.025,0.2,983.8,981.4,979.6,91.2,85.2375,81.7,2.5,0.15,-1.4,9.3,8.15,6.6,60.05,"11",54.8666666666667
"1520","Ljubljana",33,5.5,1.9,1.1125,0.6,3.8,2.5875,1.5,0.0625,0.5,985.3,984.55,983.7,96.6,92.4125,89.7,3.7,2.675,2,8.2,7.3875,6.9,36.55,"10",76.75
"1124","Koper",194,32.5,3.3,2.5625,1.9,8.7,7.2625,6,0,0,1019.4,1017.4125,1015.7,46.5,43.825,39.3,4.7,4.0875,3.4,20.1,19.4375,18.9,81.55,"8",116.3
"2319","Ljubljana",448,105.5,0.9,0.5875,0.3,2.3,1.6625,1.3,0,0,982.6,982.4125,982.2,91.4,83.5125,71.3,16.5,13.7,12.3,22.2,19.7,18.1,144.1,"7",113.05
"1634","Ljubljana",33,4.25,2.5,0.8125,0.1,5,2.3625,1.4,0,0,984.4,984.1,983.9,83.4,80.6625,76.4,-3,-3.5375,-4.2,2.9,2.425,2.1,84.45,"2",58.9833333333333
"1278","Ljubljana",0,0,0.8,0.675,0.4,2.5,2.05,1.3,1.85,13.9,978.1,977.2,976.6,93,92.6,91.8,-6.2,-7.1625,-7.9,-1.5,-1.6625,-1.8,30.8,"1",41.0833333333333
"1543","Ljubljana",9,1.125,2.4,1.025,0.3,4.5,2.125,0.8,0,0,992.5,991.975,991.5,95.7,93.275,90.4,0.5,-0.0625,-0.6,6.3,6.1375,6.1,33.8,"11",56.85
"2258","Ljubljana",355,66.25,1.3,0.7125,0.3,2.5,1.9,1.5,0,0,981.5,980.025,978.9,91.5,87.25,71.6,4.5,3.95,3.2,14.8,11.9375,11.2,95.1,"5",95.7666666666667
"602","Koper",197,31.25,2.4,2.1375,1.6,3.8,3.2625,2.8,0,0,1026.8,1026.45,1026.1,91.9,89.0625,82.9,13.1,12.1125,11.4,17.6,15.425,14.7,99.25,"9",115.6
"643","Koper",25,3.125,3.7,2.6875,1.1,7.7,6.0375,4.3,0,0,1016.9,1016.35,1015.9,74,71.875,69.7,5.8,5.55,5.4,18.1,17.9,17.6,82.5,"11",77.1666666666667
"1536","Ljubljana",41,5.375,1.8,1.275,0.8,6.1,3.4625,2.4,0,0,982.8,982.2375,981.9,85.6,83.375,82,8.6,8.3625,8.2,18.1,17.775,17.4,63.3,"10",65.2666666666667
"1425","Ljubljana",300,72.375,0.9,0.65,0.3,2.1,1.4125,0.8,0,0,982.8,981.5125,980.7,82.8,77.9,69.9,13.2,11.1,10.3,19.8,17.275,16.2,118.05,"7",124.233333333333
"1192","Koper",127,18.125,2.9,2.0875,1.1,4.5,3.8,2.8,0,3,1020,1019.125,1018.6,90.6,87.2125,74.6,4.3,3.5625,2.7,14,11.2125,10.2,64.6,"10",56
"916","Koper",2,0.25,6,4.1375,1.9,12.1,7.6125,3.9,0.0125,0.1,999.9,998.375,996.9,77.6,69.3375,63.2,-1.2,-2.175,-2.9,11.6,10.475,8.9,61.8,"1",64.3166666666667
"756","Koper",150,20.25,2.8,1.8375,1.1,5.9,4.1,2.5,0,0,1025.5,1024.975,1024.5,60.1,52.5625,45.9,0.5,-1.1875,-2.9,9,7.2,5,98.4,"3",95.4333333333333
"1304","Ljubljana",5,0.625,1.3,0.625,0.3,2.9,1.475,0.8,0,0,978.4,978.1125,977.7,95.2,93.5125,91.7,-12.5,-12.8,-13.5,-2.7,-3.5,-3.8,68.15,"2",47.2666666666667
"1099","Koper",486,100.375,1.8,1.4375,0.9,3.9,2.7625,2.1,0,0,1019.3,1019.1,1018.8,75.2,65.7625,60.3,9,8.0375,7.5,22.4,20.0375,18.5,159.05,"7",88.7333333333333
"2154","Ljubljana",12,1.5,0.7,0.375,0.2,1.5,1.025,0.7,0,0,993,992.5625,992.3,93.2,91.675,89.5,7.6,7.3625,7.1,-0.4,-1.3125,-1.8,47.4,"1",23.4833333333333
"1780","Ljubljana",98,17.75,1.1,0.8875,0.5,2.6,2.2125,2,0,0,980.7,980.2125,979.8,98.2,96.375,92.9,10.3,9.65,9,16.8,16.0625,15.5,94.7,"8",105.116666666667
"1877","Ljubljana",12,1.5,0.9,0.6625,0.4,1.8,1.4625,0.9,0,0,989.9,989.3625,989.2,99,97.9,93.7,5.1,4.0125,3.3,5,4.325,4,26.1,"11",16.25
"823","Koper",359,91.75,2.5,1.8625,1.5,5.8,4.025,2.7,0,0,1019.2,1018.925,1018.6,67.7,56.725,38.7,52.4,52.4,52.4,24.1,19.9875,17.4,114.85,"5",117.733333333333
"762","Koper",14,2.125,2,1.3375,0.6,4.5,2.9625,1.6,0,0,1028.1,1027.6375,1027.4,60.2,53.85,48,-2.6,-3.825,-4.2,11.1,10.1125,9.5,86.3,"3",95.2166666666667
"828","Koper",228,46.625,5.1,2.15,1,10.5,4.05,1.9,1,8,1010.6,1010.1,1009.6,89,78.7,66.3,7.2,5.5375,4.9,17.5,16.3375,14.8,112.55,"5",92.8666666666667
"1846","Ljubljana",76.9,10.6,1.6,0.825,0.3,2.8,1.8625,1.1,0,37.7,980,978.95,978,95.5,93.4875,90.9,8.7,8.0875,7.7,13.8,13.0125,12.5,57.75,"10",70.6
"518","Koper",479,105.125,2.4,1.6,0.4,3.7,2.6,1,0,0,1023.4,1022.125,1021.2,76.4,70.875,57.9,11.9,9.6,8.9,22.6,19,17.4,144.6,"7",119.95
"748","Koper",18,2.375,4.3,3.075,1.2,7,5.525,2.5,0.025,0.2,1015.5,1013.925,1012.6,72.9,66.35,60.1,-1.6,-2.1125,-2.7,11.6,11.3125,11,94.2,"3",85.5833333333333
"1805","Ljubljana",31.8,6.8,4.2,2.0875,0.4,8.5,5.45,1.8,3.6375,17.3,975.4,974.8625,974.5,94,89.15,82.2,6,5.1375,4.6,13.9,12.0875,11.2,76.25,"9",95.5666666666667
"1796","Ljubljana",47,13.375,1.1,0.725,0.1,2.3,1.7375,1,0,1,981.4,980.825,980.4,96.9,94.45,91.9,9,8.3625,7.9,16.3,15.5625,15.1,62.35,"8",77.9166666666667
"765","Koper",177,26.125,2.5,1.9375,1.6,4,3.25,2.5,0,0,1023,1022.4,1021.9,69,64.975,55.1,-1.1,-2.475,-3.2,8.1,6.175,5.3,112.85,"3",92.3666666666667
"1892","Ljubljana",4,0.5,0.6,0.45,0.3,1.5,1.1375,0.8,0.125,1,982.3,982.0125,981.7,96.7,95.8125,95.1,-1.8,-2.25,-2.4,4.3,4.2625,4.2,18.35,"12",6.28333333333333
"471","Koper",512,112.875,3.4,1.9375,1.1,6.8,4.025,2,0,0,1015.1,1014.0625,1013.4,65.2,59.9875,51.8,0.7,0.425,0.2,15.2,13.4125,11.9,106.1,"5",118.583333333333
"1043","Koper",497,110.25,2,1.6375,1.2,3.9,2.875,2.3,0,0,1018.5,1017.8625,1017.6,78.5,72.35,60.7,11.3,8.1875,7.4,19.8,16.55,14.4,168.55,"5",121.866666666667
"1434","Ljubljana",250,62.875,1.5,0.8125,0.3,2.9,1.85,0.7,0,0,984.6,984.325,984,89.5,83.6375,79.4,11.8,8.8875,7.8,18.2,17.0125,15.7,100.45,"7",105.416666666667
"190","Koper",421,87.5,2.3,1.5,0.8,3.5,2.4875,1.7,0,0,1016.1,1015.7125,1015.5,67.5,63.05,56.3,17.5,15.6375,15.2,27,24.2375,22.8,196.2,"7",161.85
"1301","Ljubljana",9.7,1.2125,3.2,1.3375,0.6,7.5,3.375,1.6,0.975,6.7,965.1,963.45,962.4,95.2,93.3625,90.2,-2.8,-3.525,-5.7,3.7,3.5,3,34.6,"2",57.2
"46","Koper",41,5.125,2,1.2375,0.6,4.5,3.1875,2.2,0,0,1018.7,1017.9375,1017.6,57.5,55.05,52,-8,-8.85,-9.1,5.5,4.8,4.2,91.5,"2",82.4166666666667
"102","Koper",53,11.5,2.4,1.6,0.6,7.6,4.0375,2.3,0.1125,0.9,1013.6,1012.875,1012.5,82.7,76.2375,66.6,3.9,2.675,1.6,15,13.5875,12.9,116.3,"4",131.066666666667
"684","Koper",1,0.125,1.8,1.2625,0.6,3.2,2.3,1.2,0,0,1024.1,1023.2875,1022.8,85.3,83.95,82.9,-0.2,-1.7,-3,9.5,9.3,9.1,30.4,"12",47.35
"380","Koper",2,0.25,2.4,1.7375,0.8,4.2,3.2125,1.7,0.175,2.1,1016.4,1016.1,1015.8,73.6,65.4375,54.6,-1.7,-2.2375,-3.1,6.6,5.7875,4.5,79.15,"2",77.6333333333333
"37","Koper",12,1.5,2.5,2.1125,1.6,5.2,4.5,3.5,0,0,1012.5,1011.925,1011.6,54,52.5,49.8,-11.6,-11.8375,-12.1,3.5,3.2875,3.1,64.45,"2",76.8333333333333
"1051","Koper",159,38.25,4.2,2.4,1.5,7.8,4.425,2.7,0,0,1009.5,1008.8125,1008.4,80.9,76.8875,69.3,6.5,6.0875,5.6,20.2,18.825,17.9,113.75,"5",137.316666666667
"347","Koper",3,0.375,1.9,1.2375,0.7,2.8,2.1625,1.5,0,0.5,1019.4,1018.5,1017.8,89.9,88.9,87.7,-5.3,-5.4125,-5.5,6.7,5.875,5.3,45.85,"1",70.45
"1245","Koper",0,0,2.4,1.7625,1.1,4,3,1.9,0,0,1025.2,1023.55,1022.2,91.8,89.625,84.9,9.2,8.275,7,7.4,4.9375,2.5,36.7,"12",46.25
"1323","Ljubljana",113,16.25,2.2,1.45,0.6,3.9,3,1.7,0,0,967,964.2625,962.5,77.3,73.925,67.8,-11.8,-12.125,-12.4,0,-0.7375,-0.9,91.15,"3",49.9666666666667
"939","Koper",3,0.375,6.5,6.075,5.8,13.2,12.1375,10.9,0.125,0.5,1014.9,1014.2875,1013.8,79,77.15,75.4,0,-0.125,-0.4,13.2,12.875,12.6,86.25,"2",78.4333333333333
"1377","Ljubljana",499,121.125,1.1,0.6,0.1,2.4,1.6,0.7,0,0,976.6,976.1375,975.4,89.6,79.8375,65.3,6.9,5.1875,4.5,14.8,10.7375,8.5,110.25,"5",98.8666666666667
"1776","Ljubljana",282,63.625,0.8,0.3125,0,1.7,1.15,0.3,0,0,977.7,977.45,977.2,97.6,93.4,86.2,14.4,11.2125,10.3,20.5,18.925,17.8,99.6,"8",79.7333333333333
"1471","Ljubljana",210,52.75,1.1,0.75,0.5,2.1,1.575,1.3,0,0,988.8,988.475,988.3,93.4,89.2875,71.2,10.3,8.475,7.6,17.4,15.525,14.7,101.85,"8",137.366666666667
"1355","Ljubljana",133,24.5,0.6,0.3625,0.1,2.4,1.5375,0.8,0.0625,0.5,986.2,984.025,982.5,95.2,93.0125,85.6,2.4,1.9125,1.2,11.1,10.275,10,113.1,"4",104.783333333333
"1265","Ljubljana",1,0.125,0.9,0.65,0.3,2.1,1.6125,1.1,0,0,985.5,983.5375,982.3,96.1,95.825,95.4,-0.4,-1.6875,-2.5,-1.8,-2.1375,-2.7,62.05,"1",72.9166666666667
"249","Koper",140,22.875,1.9,1.3875,1.1,2.9,2.35,1.9,0,0,1014.8,1013.975,1013.5,81.8,76.9625,72,12.1,10.7125,9.3,19.9,17.6,16.5,133.9,"9",107.75
"71","Koper",88,12.5,2.7,1.8,1.1,5.9,3.9125,2,0,0,1002,999.3625,997.4,45.4,41.775,34,-11.8,-12.125,-12.4,4.7,4.15,3.8,93,"3",87.3666666666667
"2143","Ljubljana",2,0.25,1.5,1.075,0.7,4,2.525,1.8,0,0,978.4,977.325,976.9,99.2,96.6625,94.2,-8.9,-10.1625,-10.5,0,-0.7,-1.8,28.25,"1",17.2833333333333
"101","Koper",356,69.5,1.8,1.5875,1.2,5.2,3.425,2.4,0,0,1015.8,1015.225,1014.8,63.5,53.825,41.9,4.2,3.475,3.3,20.2,16.8,14.5,137.75,"4",138.35
"2399","Ljubljana",43,6.625,0.8,0.3,0,3.1,1.475,0,0,0,978.5,977.7875,977.3,97.2,95.4125,93.1,-2,-2.95,-3.6,4.2,3.575,3,37.55,"10",49.1
"1512","Ljubljana",239,39.625,1.8,0.8,0.3,3.3,2.0375,1.4,0,0,995.5,995.2875,995.1,90.5,80.05,68.7,1.8,-2.55,-4.4,6.9,4.4,2.5,80.9,"10",67.8333333333333
"1142","Koper",327,61.75,2.6,1.9125,1.2,4.1,3.1625,2.2,0,0,1016.8,1016.15,1015.8,79.9,74.825,61.7,19.2,17.4125,16.2,25.4,21.1875,19.7,137.55,"8",135.066666666667
"1263","Koper",2,0.25,4.3,3.475,2.8,7.5,6.4375,5.4,0,0,1037.6,1036.0375,1034.4,49.4,48.5875,47.4,-5.5,-5.9875,-6.5,6.8,5.775,4.9,74,"12",65.8833333333333
"2213","Ljubljana",298,50.125,3.1,1.6875,0.2,7.2,3.5875,1.1,0,0,980.7,980.0125,979.5,76.8,69.3,63,6.5,5.7375,4.4,13.4,10.8125,8.2,81.6,"4",87.2333333333333
"996","Koper",153,30.25,2.2,1.525,0.7,3.7,2.675,2,0,0,1013,1012.575,1012.2,90.5,88.875,85.7,5.1,4.7625,4.2,12.3,10.975,10.5,105.1,"4",90.8666666666667
"2247","Ljubljana",153,32.5,1,0.55,0.3,2.4,1.55,0.8,0,0,983.9,983.2625,983,96.9,95.675,92.9,4.6,3.9125,3.5,10.3,9.4875,9.1,102.95,"5",110.2
"742","Koper",19,2.375,2,1,0.3,3,1.8625,0.6,0.25,1.8,1003.9,1003.1,1002.6,94.1,93.25,91.6,-0.5,-0.7625,-1.1,9.2,8.9875,8.8,69.1,"2",93.2166666666667
"1724","Ljubljana",164.7,36.975,1.5,0.65,0.2,5.4,2.3625,1.1,0,0,975.7,975.0875,974.6,87.1,82.4,76,4.8,4.35,3.9,14.8,13.125,12,96,"5",99.45
"1838","Ljubljana",161,24.875,4,3.025,1.9,9.3,6.675,5,0,0,980.4,980,979.7,84.2,82.15,78,9.3,8.7,8.1,18.8,17.45,16.8,81.15,"10",94.15
"1557","Ljubljana",7,0.875,1.2,0.8375,0.6,3.1,2.5,1.4,0,0,986.1,984.025,983,96.5,93.825,91.6,-7.2,-7.5875,-7.8,-1.7,-2.9625,-4.1,9.15,"12",8.18333333333333
"80","Koper",27.5,4.75,3,1.9,0.5,6.5,4.7,1.9,0.125,1.1,1012.5,1011.45,1010.8,73.9,66,58.8,-4.4,-4.875,-5.4,7.3,6.8125,5.6,92.6,"3",107.233333333333
"1562","Ljubljana",3,0.375,1.3,0.9625,0.6,2.8,2.175,1.4,0,0,999.5,998.8625,998.4,90.5,89.075,86.6,2.5,2.15,1.6,1.9,1.35,0.9,8.65,"12",26.4666666666667
"766","Koper",67,10.875,2.4,1.5625,1.1,3.4,2.5625,1.8,0,0,1024.9,1024.325,1023.8,60.7,58.65,54.9,-1.1,-2.5625,-3.8,9,7.5375,6.5,112.45,"3",101.216666666667
"340","Koper",0,0,7.7,6.45,5.2,16.9,12.6125,9.6,0.2625,1.4,1001.8,998.275,994.9,78.6,74.525,72.4,0.2,0.1125,0.1,14.5,14.1375,13.4,87.05,"12",70.5166666666667
