"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"1613","Ljubljana",9.8,1.225,0.9,0.5625,0.3,2.6,1.7375,1.1,0,0.5,985.7,985.55,985.4,87,86.3375,85,-1.7,-2.2375,-3.1,-1.7,-1.9375,-2.2,60.85,"2",48.0833333333333
"1617","Ljubljana",8,1,2.6,1.0375,0.3,5.9,2.95,2,1.4625,10.4,974.7,974.0875,973.6,98,97.0625,95.8,-0.1,-0.5375,-1.1,4.3,3.8875,3.3,44.5,"2",36.9333333333333
"1626","Ljubljana",24.4,3.05,4.6,2.225,0.8,9,4.625,1.9,4.325,32.8,981.2,979.7125,977.9,94.3,91.525,87.9,1.6,-0.8625,-3.2,8.4,4.4,0.9,62.8,"2",69.45
"1627","Ljubljana",16,2,1.2,0.725,0.4,3.3,2.25,1.4,0,0,987.7,987.225,986.9,97.2,96.0375,94.8,-1.6,-2.05,-2.5,1.9,1.6,1.4,17.7,"2",68.65
"1631","Ljubljana",3,0.375,3,1.375,0.3,5.7,2.8625,1.1,1.1625,9.3,978.8,977.2125,976.7,96.1,94.2375,92.4,-0.6,-1.3875,-2.5,6.4,5.7875,5,47.55,"2",35.25
"1632","Ljubljana",24,3.125,0.8,0.6625,0.5,2.1,1.65,1.2,0,0,987.3,985.6875,984.5,97.3,95.8625,93.9,-5,-5.775,-6.5,4.3,3.45,2.9,55.6,"2",37.6666666666667
"1637","Ljubljana",50,7,1.5,0.75,0.2,3.2,2.025,1,0.2,1.6,971.9,970.9,970.1,93.9,91.1625,87.5,-2.5,-2.9,-3.4,5.8,5.2125,4.7,62.75,"3",78.6
"1638","Ljubljana",16,2.125,1.6,1.075,0.3,4.8,2.7375,1.4,0,0,965,963.975,963.5,90.4,83.175,75.5,-2,-2.1875,-2.3,7.3,6.45,6.1,63.8,"3",71.3666666666667
"1640","Ljubljana",13,1.75,2.7,1.7375,1.1,5.3,3.45,2.2,0,0,963,962.3125,961.8,85.9,84.0375,79.3,-3.4,-4.2,-4.8,6,5.7875,5.6,54.05,"3",63.6833333333333
"1646","Ljubljana",74,10.75,4.3,2.8,1.4,7.5,5.6,3.3,0,0,992.9,991.2625,990.5,69.6,63.075,59.4,-1.5,-2.5125,-3.6,8,7.3875,6.9,82,"3",85.1166666666667
"1651","Ljubljana",144,22.5,1.8,0.975,0.3,3.7,2.45,1.2,0,0,985.7,983.675,982.3,86.5,81.2125,74.3,5.3,4.4625,3.3,6.2,4.4,3,132.25,"3",111.216666666667
"1652","Ljubljana",185,28.875,1.4,0.8375,0.3,3.2,2.4625,1.6,0,0,980.1,979.8625,979.7,85.3,79.75,71.5,0.1,-1.1375,-2.4,6,4.625,3.7,125.8,"3",119.55
"1654","Ljubljana",206,31.75,0.8,0.525,0.1,2.4,1.725,1.1,0,0,984.7,983.8375,983.4,84,78.75,73.5,6.9,6.05,5.3,8.4,6.2875,4.6,125.5,"3",124.416666666667
"1658","Ljubljana",102,15.75,2.7,1.4625,0.7,5.3,3.475,2,0,0,981.9,980.425,979.5,76.7,67.1,61.3,1.9,1.2875,0.3,10.5,9.1125,8.1,94.6,"3",104.733333333333
"1660","Ljubljana",17,2.5,1.7,0.9375,0.4,4,2.775,1.6,0.6875,5.5,971.5,969.8125,969,99,97.175,92.6,-2.8,-3.85,-4.6,6,4.6625,3.8,60.4,"3",93.85
"1664","Ljubljana",151,24.5,2.7,1.175,0.1,5.7,2.8625,0.7,0.025,0,978.8,977,976,85.1,81.025,75.2,-0.6,-0.7,-0.9,9.1,7.7375,6.6,90.95,"3",65.5666666666667
"1671","Ljubljana",234,41.5,1.4,0.9375,0.3,3.2,2.2,1.4,0,0,975.4,974.7,973.7,84.9,79.775,73.6,7.4,3.475,1.9,11.8,9.9,8.5,96.45,"4",110.366666666667
"1674","Ljubljana",174,28.875,1,0.625,0.2,2.5,1.9,1.2,0,0,986.4,985.4375,984.7,98.3,97.0875,92.3,4.3,3.8625,3.5,10.7,9.75,8.8,96.6,"4",80.6
"1675","Ljubljana",371,66.75,1.1,0.525,0.2,2.5,1.8,1.3,0,1.2,983.9,983.3625,982.9,93.3,87.8375,76.4,8.4,6.0625,5.1,11.9,8.975,7.7,111.4,"4",80.65
"1677","Ljubljana",302,63.5,1.5,0.6375,0.2,2.5,2.075,1,0,0,985.7,984.8875,984.1,77,72.9125,64,-1,-2,-2.9,8,5.975,4.1,92.25,"4",99.75
"1679","Ljubljana",190,34.625,1.1,0.6,0.1,2.6,1.675,0.6,0,0,983,982.4625,982.1,95.1,91.2,84.9,3.8,1.7375,0.9,7.2,5.7375,4.7,92.25,"4",81.6
"1687","Ljubljana",101,18.25,2,1.15,0.3,3.9,2.7,1.4,1.0625,8.5,972.9,971.8625,971.3,95.6,93.8875,91.5,2.4,0.85,0.2,11,10.275,9.7,72.65,"4",92.6666666666667
"1694","Ljubljana",305,51.75,0.7,0.45,0.2,2.7,1.725,1,0,0,974.4,973.25,972.5,91.3,87.7375,81.9,5.9,4.3,3.9,14.7,13.25,12.6,64.3,"4",73.5
"1696","Ljubljana",242,53.875,1.7,0.7,0.2,3.2,2.2,1.1,0.05,0.2,973.2,972.4375,972.1,95.9,93.5,87.1,5.7,4.45,4,14,12.6,12.1,89.55,"4",71.1333333333333
"1702","Ljubljana",477,110.875,1.5,0.6,0.1,3.5,1.98571428571429,1.1,0,0,985.1,983.75,982.3,82.6,74.175,57.9,0.7,-0.6625,-1.9,10.2,5.975,3.9,107.2,"5",105.1
"1709","Ljubljana",74,15.875,3.5,2.2125,0.6,6.1,4.5125,2.1,1.2125,9.7,979.5,978.375,977.7,93.4,88.875,75,1.2,0.275,-0.3,11.2,9.3625,7.6,57.1,"5",116.25
"1714","Ljubljana",156,32.5,3.2,2.4625,1.7,6.6,5.1125,3.1,0.1,0.8,981,980.6125,980.4,86.1,82.35,76.6,2.8,2.4,1.8,12.8,12.2125,11.7,96.6,"5",87.8333333333333
"1716","Ljubljana",519,128,3.2,1.775,0.7,8,4.4,2,0,0,982.9,982.3125,982,83.7,73.7,54.1,5.6,4.2375,3.5,17.6,14.2,12,111.9,"5",96.1
"1719","Ljubljana",434,108.375,1.4,0.725,0.2,2.5,2.05,0.9,0,0,979.7,979.0125,978.6,84,75.825,67.2,11,10.0625,9.1,19.7,16.3625,14.3,97.95,"5",116.316666666667
"1722","Ljubljana",434,102.875,1.9,0.7875,0.1,3.6,2.175,0.8,0,0,981.6,980.8125,980.5,89.1,82.4125,72.4,10.4,9.05,8.3,19.3,16.1625,14.4,87.25,"5",107.716666666667
"1727","Ljubljana",587,117.25,1.3,0.85,0.4,2.9,2.2,1.4,0,0,983.2,982.8,982.5,92.4,81.9625,66.7,3.3,1.1375,0.3,13,9.9125,7.8,86.55,"5",81.5833333333333
"1730","Ljubljana",522,97.875,0.9,0.2375,0,2.9,1.0875,0,0,0,981.4,981.175,981,97.9,93.0625,76,8.6,6.075,5.3,15.2,11.375,10,102,"6",95
"1732","Ljubljana",126,27.625,0.9,0.6125,0.2,2.7,1.8375,1,0.1875,1.5,979.7,977.9,976.8,95.8,91.4,86.1,7.1,6.6625,6.2,15.1,14.55,14.1,103.05,"6",105.45
"1745","Ljubljana",483,132.625,0.9,0.725,0.3,2.6,1.8375,0.9,0,0,983.9,983.1125,982.4,86.5,76.4875,62.1,10,8.725,8.1,17.8,14.125,11.9,131.5,"6",116.75
"1749","Ljubljana",497,124.625,0.8,0.4125,0.2,2,1.325,0.7,0,0,981.7,980.8125,980.2,89.6,80.7125,67.9,13.9,11.7625,10.7,22,18.325,16.2,108.15,"7",116.45
"1750","Ljubljana",490,123.375,1.2,0.7125,0.3,2.8,1.7,1,0,0.7,981,980.45,980,90.1,84.575,71.3,15.1,13.05,12.2,23.3,19.175,17.2,124.2,"7",109.8
"1751","Ljubljana",181.7,34.975,3.2,1.1375,0.5,9.6,3.1625,1.6,0.4625,3,978.5,976.775,975.5,94.5,87.6,70.1,12.1,11.4875,10.7,21.9,19.475,18.6,87.05,"7",117.366666666667
"1752","Ljubljana",162,33.875,2.9,1.075,0.2,6.5,2.625,1,0.975,8.5,971.8,971.1125,970.6,95,90.9,80.1,7.1,6.15,5.2,16.4,15.375,14.2,89.35,"7",106.466666666667
"1753","Ljubljana",53,13.125,2.3,1.7,1.1,4.3,3.1625,2.1,0.9,6.5,973.5,972.4125,971.9,96,94.575,92.8,5.6,5.3,5.1,14.6,14.075,13.7,55.25,"7",100.2
"1767","Ljubljana",381,65,0.9,0.5125,0.2,2.4,1.6625,0.9,0,0,978.1,977.75,977.6,99.1,96.7375,89.1,12.9,10.3125,9.6,16.6,15.0875,14.4,111.45,"7",80.5333333333333
"1769","Ljubljana",437,81.125,1.1,0.575,0.2,2.4,1.7625,0.9,0,0,979.9,979.4875,979.1,89.7,85.9125,74.8,12,10.8625,10,21.4,19.25,18.4,103.7,"7",102.966666666667
"1772","Ljubljana",470,90.375,0.9,0.2375,0,1.9,1.225,0.8,0,0,975.4,975.125,974.9,97.1,93.1875,79.3,11.2,10.825,10.5,21.7,18.7625,17.4,88.05,"7",98.4333333333333
"1773","Ljubljana",34,6,2.7,1.2625,0.1,8.3,3.475,1,2.0375,16.3,973.7,971.925,970.2,98.1,96.7125,95.4,10.8,10.0375,9.3,18.1,17.625,17.2,72.3,"7",93.2166666666667
"1774","Ljubljana",66,21.75,1,0.525,0.3,2,1.5,1.2,0.025,0.2,975.3,974.35,973.6,97.8,95.7875,92.4,11.5,10.7625,10.1,17.6,16.95,16.5,74.2,"7",87.9833333333333
"1781","Ljubljana",433,93.5,0.8,0.5125,0.3,2.1,1.5125,0.9,0,0,980.5,980.225,980,95.2,90.3625,80.3,12.4,10.0875,9.5,19,16.7,15.3,100.2,"8",98.9833333333333
"1785","Ljubljana",371,75.5,2.6,1.9125,1.1,5.3,4.225,2.4,0,0,979,978.7,978.3,79.7,75.475,66.8,14.8,13.5375,13,23.8,21.85,21.1,104.3,"8",118.183333333333
"1787","Ljubljana",102.8,20.025,1.8,1.2,0.7,4.6,2.6875,1.6,0.725,0.7,978.6,977.925,977.3,94.4,91.3125,84.6,13,12.0625,11.3,18.2,17.1,16.6,61.1,"8",96.25
"1806","Ljubljana",48,8.625,0.5,0.3125,0.1,1.6,1.2125,1,0.3625,2.9,978.7,977.525,976.9,95.7,94.025,91.6,9.3,8.0875,6.2,13.5,13.15,12.8,33.35,"9",90.2
"1809","Ljubljana",225,37.25,1.7,0.8,0.2,3.4,2,1,0,0,981.4,980.8375,980.5,97.8,96.275,92.5,10.5,9.6625,9.3,17.8,16.6,15.9,85.8,"9",45.7833333333333
"1811","Ljubljana",309,44.625,1.1,0.3125,0,2.4,1.2125,0,0,0,980.9,980.2,979.8,98.1,95.1375,90.8,9.2,7.5625,6.9,15.8,14.6875,13.6,81.5,"9",66.2333333333333
"1815","Ljubljana",35,6.125,0.7,0.425,0.1,1.9,1.375,0.7,1.0875,8.6,978.4,977.25,976.7,98.3,97.65,96.9,7,6.5375,6.1,15.3,15.025,14.8,58.55,"9",88.6666666666667
"1816","Ljubljana",39,8.375,1,0.625,0.3,3.2,1.875,1,0,5.8,977.7,976.7375,976.4,97.8,95.65,93.2,5.2,4.7625,4.2,12.4,11.8875,11.7,39.15,"9",76.55
"1818","Ljubljana",153,24.75,0.7,0.4375,0.3,2.1,1.4875,1.3,0,0,982.6,981.8875,981.5,98.4,96.7375,91.9,7.4,5.9125,5.4,13.3,12.675,12.4,64.85,"9",53.4833333333333
"1827","Ljubljana",70,12.875,1.9,1.0875,0.5,4.7,2.8,1.4,0,0,982,980.55,979.2,96.6,95.3,93.1,2.9,1.5625,0.5,9.9,9.1875,8.5,77.5,"9",73.2333333333333
"1828","Ljubljana",240,37.25,0.7,0.3125,0,2.2,1.2625,0.5,0,0,985.1,984.75,984.4,92.9,90.825,87,3.4,2.975,2.6,10.3,9.35,8.8,87.95,"9",75.1333333333333
"1835","Ljubljana",183,27.625,4.5,1.85,0.2,8.6,4.3875,1.4,0,0,984.1,983.6625,983.3,89.4,79.5,74.4,9.3,9,8.6,17.3,16.075,14.1,79.35,"10",73.6833333333333
"1836","Ljubljana",171,25,0.9,0.4,0,2.1,1.3375,0.4,0,0,983.1,982.6875,982.3,98.7,95.975,91.8,9.5,8.85,8.5,14.5,12.9375,11.8,100.4,"10",75.4166666666667
"1837","Ljubljana",183,27.375,3.3,0.9125,0.3,6.1,2.3625,1,0,0,982.8,981.9625,981.5,96,88.45,70.6,9,8.475,8.1,18.2,14.725,12.8,102.7,"10",86.6666666666667
"1840","Ljubljana",44,6.125,1.7,0.95,0.5,5.4,2.725,1.4,1,6.7,977.2,975.7,974.6,96,94.3,89.1,8.4,8.025,7.6,14.8,13.9625,13.4,30.7,"10",88.7666666666667
"1842","Ljubljana",11,1.5,2.1,0.9,0.3,4.7,2.325,1.1,0.3125,2.5,978.9,977.7125,977,96.4,88.775,80,9.1,8.4125,7.5,17.6,16.9,16.2,65.05,"10",56.7666666666667
"1843","Ljubljana",131,18.25,2.4,1.225,0.2,4.5,2.5375,0.9,0,0,989.5,988.0125,987,87.6,84.5,82.1,7.9,7.5375,7.1,14.9,14.325,13.8,73.4,"10",50.9666666666667
"1848","Ljubljana",50,7.25,1.9,1.2125,0.7,4,2.9625,1.9,0,0,978.9,977.0875,976.1,94.9,87.2,82.3,3.7,2.425,1.3,9.9,9.25,8.2,38.5,"10",45.6166666666667
"1849","Ljubljana",36,5.5,1.7,1.3875,1,4.1,2.875,2.1,0,0,988,986.8,986.2,82.9,81.625,79.7,0.2,-0.275,-0.9,8.4,8.1625,7.8,54.9,"10",36.1833333333333
"1850","Ljubljana",48,6.5,2.3,1.45,0.9,4,2.8125,1.7,0,0,992.9,991.6,990.6,97.5,93.9625,89.8,1.7,-0.5125,-1.8,5.6,4.9125,4.2,61.1,"10",35.2333333333333
"1853","Ljubljana",16,2.375,0.8,0.6125,0.3,2,1.45,0.9,0,0,987.3,986.7375,986.3,97.3,95.55,93.3,0.5,-0.0625,-0.5,1.6,0.625,-0.2,26.6,"10",62.3833333333333
"1859","Ljubljana",42,5.5,4.4,2.5625,0.7,8.7,6.9875,2.8,0,0,979.5,977.6875,976.7,86.5,76.225,72,3.7,3.1625,2.2,14,13.175,10.3,86.2,"11",48.6666666666667
"1861","Ljubljana",9,1.125,1.9,0.9,0.4,6.8,2.5125,1,1.3375,10.4,975.7,974.3875,973.4,98.2,97.3375,95.4,6.1,5.8625,5.6,13.6,13.075,12.8,39.45,"11",79.5166666666667
"1862","Ljubljana",10,1.25,3.5,1.2875,0.2,6.5,2.875,0.6,2.575,14.4,977,976.4375,976.1,98.2,97.45,96.5,6.8,6,5.2,12.7,12.575,12.4,57.75,"11",65.85
"1869","Ljubljana",11,1.375,1.2,0.6,0.3,2,1.2625,0.9,0,0,981.1,980.6,980.3,95.5,94.8375,94.3,4.3,4.15,4.1,10.3,10.2,10.1,18.85,"11",24.6333333333333
"1872","Ljubljana",10,1.25,0.8,0.525,0.3,2,1.475,0.9,0,8.1,975,973.625,972.8,98.2,95.3875,93.4,1.4,0.675,0.3,8.9,8.3625,7.5,35.25,"11",38.9
"1874","Ljubljana",17,2.125,2,1.45,0.8,3.9,2.9125,1.4,0,0,979.6,977.425,976,96.6,95.075,92.5,-1.2,-1.8375,-2.1,6.7,5.6,4.6,31.2,"11",50.85
"1884","Ljubljana",5,0.625,1.5,0.875,0.5,2.8,2.1875,1.3,0.3375,2.7,982.8,982.45,982.2,96.2,95.2125,93.9,5,3.8625,3.1,5.6,5.35,5.1,5.85,"11",20.6833333333333
"1885","Ljubljana",5,0.625,1.1,0.875,0.6,2.5,2.0375,1.5,0.15,1.2,982.5,981.9875,981.7,94.5,92.2875,90.8,5,4.475,4,5.6,5.3,5,5.95,"11",13.0166666666667
"1891","Ljubljana",1,0.125,1.1,0.55,0.3,1.9,1.15,0.8,0.4375,3.5,982,981.5875,981.2,96.6,95.75,94.2,1.3,1.0875,0.7,5,4.825,4.6,5.3,"12",8.61666666666667
"1894","Ljubljana",6,0.75,1.8,1.0625,0.3,4.9,2.6125,0.9,0,0,983.2,982.15,981.6,90.1,80.65,73.1,-5.2,-5.525,-5.9,4.7,3.95,3.1,30.1,"12",13.2666666666667
"1897","Ljubljana",10,1.25,1.2,0.5875,0.2,2.3,1.45,0.7,0,0,985.8,985.3625,984.7,94.8,93.9375,92.8,-1.2,-1.9375,-2.4,-1.8,-2.8375,-3.8,9.5,"12",24.3166666666667
"1898","Ljubljana",4,0.5,1.7,1.1625,0.6,3.1,2.5125,2,0,0,984.5,983.625,983.3,80.7,76.5,71.7,-1.1,-2.5625,-3.4,3,2.075,1.3,54.15,"12",17.45
"1901","Ljubljana",3,0.375,0.8,0.5375,0.3,1.9,1.3375,1.1,0,0.7,982.9,981.275,980,89.9,88.65,86.7,0.5,0.375,0.1,7,6.675,6.4,3.1,"12",54.3166666666667
"1912","Ljubljana",5,0.625,0.8,0.5625,0.3,2.2,1.425,0.9,0,1.8,986.4,984.4875,982.1,94.1,93.1,91.4,-9.2,-9.5125,-10.3,-2.5,-3.55,-4.2,35.75,"12",48.4666666666667
"1921","Ljubljana",2,0.25,1.3,0.9625,0.7,3.7,2.225,1.6,0,0,991.2,989.8625,988.8,80.4,76.85,72.3,-2.4,-3.875,-5,-1.6,-2.6625,-3.4,39.45,"1",49.8666666666667
"1922","Ljubljana",1,0.125,0.7,0.525,0.3,1.6,1.3,0.9,0,0,994.6,993.8875,993.5,90,88.9125,87.3,-3,-5.2,-7,-1.6,-2.0375,-2.8,12.75,"1",60.9833333333333
"1924","Ljubljana",2,0.25,1.1,0.9125,0.7,2.7,2.2125,1.6,0,0,996,995.075,994.1,81.3,79.65,78,-0.6,-1.65,-3.5,2.1,1.7625,1.4,45.7,"1",19.9
"1925","Ljubljana",5,0.625,4.2,3.35,2.1,10.9,9,7.1,0,0,983.3,981.6625,980.6,77.2,74.925,72.8,4.9,3.75,2.7,7,6.5875,6.1,54.7,"1",21.9833333333333
"1931","Ljubljana",4,0.5,3.5,2.7,1.6,8.3,6.5875,4.7,0,0.1,982.3,981.65,981.1,79.2,73.6125,71.1,-0.6,-0.8,-1.1,9.4,9.225,8.6,58.45,"1",50.2666666666667
"1932","Ljubljana",0,0,3.5,2.3,0.9,8.8,5.8125,2.7,0.0125,0,979.1,978.45,977.7,83.3,76.85,74,0.6,0.225,0,10.6,10.175,9,73.45,"1",45.4
"1934","Ljubljana",3,0.375,1.6,1.2125,0.7,2.9,2.3,1.7,0,0,979.7,978.675,977.9,86.8,83.95,82.3,-4.9,-5.5875,-6.3,5,4.5625,3.9,55.9,"1",65.15
"1935","Ljubljana",3,0.375,1.2,0.625,0.2,2.6,1.5375,0.8,0,0,977.9,977.425,977,95.1,93.7625,90.6,-4.3,-4.6875,-5.3,1.2,0.6125,0,5.85,"1",64.3
"1936","Ljubljana",3,0.375,0.9,0.6375,0.4,2,1.4625,1.1,0,0.7,978.1,977.1875,976.7,94,91.15,85.2,-2,-2.6,-3.3,2.6,1.9375,1.6,15.35,"1",41.7666666666667
"1938","Ljubljana",3,0.375,2.2,1.3125,0.3,4.4,3.05,1.5,0.0125,0.1,976.3,975.45,975,92.6,89.8,85.6,-1.5,-1.65,-1.9,4.8,4.425,4.1,31.5,"1",12.9166666666667
"1939","Ljubljana",3,0.375,1.6,0.9375,0.3,2.9,2.1375,1.2,0,0,978,977.575,977.2,83.4,77.325,70.6,-3.9,-4.15,-4.4,5.1,4.5875,4.2,33,"1",21.4666666666667
"1942","Ljubljana",7,0.875,1.2,0.75,0.4,2.3,1.65,1.1,0,0,984.7,982.5375,981.2,92.7,88.9625,84.8,-6.8,-8.5625,-9.2,-1.6,-2.05,-2.5,15.35,"1",49.6
"1943","Ljubljana",5,0.625,0.9,0.5875,0.3,2,1.3625,0.8,0,0,983,982.3875,982,98.4,95.6375,93.4,-8,-8.825,-9.3,-2.8,-4.1375,-5.1,49.1,"1",43.7166666666667
"1944","Ljubljana",4,0.5,1.8,0.95,0.7,3.3,2.0375,1.6,0,1.1,973.5,970.5375,968.3,89,85.8125,82.3,-6.9,-8.175,-9.3,-2.2,-2.6,-3,13.65,"1",41.7166666666667
"1951","Ljubljana",13,1.625,2.8,1.95,1.3,5.5,4.1875,2.7,0,0,987.3,985.5,984,82.4,76.6,72.4,-8.4,-8.8375,-9.3,-0.6,-1.4,-1.7,71.05,"2",71.45
"1957","Ljubljana",17,2.125,1.3,0.6125,0.3,3,1.7875,1.1,0,0,991,990.3,989.9,73.4,67.55,61.9,-0.2,-2.225,-2.8,2.3,1.875,1.5,75.7,"2",53.3666666666667
"1958","Ljubljana",7,0.875,0.6,0.5,0.3,1.7,1.3125,0.8,0,0,985.4,983.9375,983,83.3,76.9125,69.6,-3.8,-5.0125,-5.9,2.1,1.6375,1.3,14.7,"2",66.2
"1960","Ljubljana",21,2.625,0.9,0.5125,0.2,2.3,1.3125,0.6,0,0,986.8,985.4625,984.6,99,97.1,94.2,-3.7,-4.7,-5.7,0.7,0.175,-0.3,67.55,"2",54.45
"1968","Ljubljana",9,1.125,0.8,0.5875,0.2,2.3,1.375,0.8,0.7625,7.2,969.3,968.7875,968.5,97.6,95.95,92.9,-0.5,-0.7625,-1.1,4.5,4.35,4.2,39.8,"2",75.8833333333333
"1969","Ljubljana",26,3.25,1.6,0.9,0.4,2.8,1.9125,0.9,0.1625,0.2,977,975.6125,974.6,94.9,91.5625,89,-3.5,-3.8875,-4.2,4.6,4.125,3.8,61.6,"2",57.2
"1977","Ljubljana",58,7.625,6,4.5625,3.4,11.7,9.3875,6.5,0,0,989.4,988.75,988.1,70.1,55.325,47.7,-6.9,-7.225,-7.5,4.8,4.55,4.3,78,"3",81.1333333333333
"1978","Ljubljana",157,21.375,6.8,4.5375,2.1,14.9,9.075,3.6,0,0,995.1,994.1375,993,43.5,38.5125,35.3,-6.5,-8.4,-9.4,4.7,3.6125,2.1,80.05,"3",79.4
"1984","Ljubljana",70,11,1.7,0.7875,0.3,4.3,2.4875,1.1,0,0,987.5,986.975,986.8,85.8,78.0375,55.7,-4.3,-5.975,-6.8,4,2.5875,1.4,85.9,"3",82.1666666666667
"1985","Ljubljana",194,27.625,1.1,0.5875,0.2,2.4,1.5375,1.1,0,0,986,985.45,985.1,73.8,66.8375,59.1,-5,-5.8375,-6.5,2.6,0.8625,-0.6,79.8,"3",80.0666666666667
"1988","Ljubljana",76,13.25,1.4,0.6875,0.3,2.2,1.6625,1.1,0,0,995.1,994.475,993.9,85.8,81.9375,77.1,-2.6,-3.825,-4.2,4.3,3.35,2.8,72.7,"3",80.8166666666667
"1995","Ljubljana",45,7.375,2.2,1.3625,0.7,5.8,3.0625,1.5,0,0,984.4,984.0375,983.8,63.4,59.6625,56.1,-1.7,-2.0625,-2.5,7.8,7.2,6.6,99.9,"3",109.75
"1997","Ljubljana",122,20.5,1,0.575,0.3,2.9,1.8,1.2,0,0.6,977.3,975.7625,974.6,86.1,82.05,74.3,1.2,-0.275,-1.2,7.3,5.4125,4.5,59.2,"3",107.316666666667
"1999","Ljubljana",5,0.75,5.3,1.4125,0.4,9.1,3.1,1.2,2.6375,20.2,973.4,972.0625,971.2,98.3,96.5,89.1,2.5,1.35,-0.3,9.8,9.1625,7.9,57.95,"3",79.5166666666667
"2003","Ljubljana",42,9.75,2,1.425,0.7,5.3,3.7,2.7,0.0125,0.1,977,976.2,974.9,78.1,69.2375,64.2,-1,-1.5,-2.1,9.1,8.65,8.1,100.75,"3",106.333333333333
"2004","Ljubljana",128,21.125,1.5,0.9,0.4,4,2.575,1.5,0,0,975.4,973.3,971.8,92.2,87.8625,78.7,0.1,-1.125,-2.2,9.7,7.375,5.8,90.8,"4",107
"2005","Ljubljana",319,60.6,1.4,0.825,0.5,6.2,2.725,1.7,0,0,983.2,982.5625,981.8,70.7,60.8375,47.6,-5.2,-5.7625,-6.2,4,1.575,0.1,100.45,"4",101.183333333333
"2006","Ljubljana",349,63.375,2,1.0625,0.3,3.7,2.825,1.6,0,0,984.6,982.7375,981,78.5,66.625,58.3,-6,-6.4875,-7.1,5.2,2.9125,0.7,93.95,"4",97.3333333333333
"2009","Ljubljana",356,66.125,3.6,2.1875,0.9,8.8,5.075,2.2,0,0,984.6,984.0125,983.6,57.3,49.8375,46,-7.4,-7.9625,-8.7,4.5,3.025,1.2,92.25,"4",92.4166666666667
"2011","Ljubljana",281,48.125,2,1.325,0.5,4.8,3.3,1.9,0,0,993.3,992.3125,991.6,63.1,56.45,49.1,-0.8,-2.85,-4.3,4.3,2.6,1.6,99.2,"4",93.7
"2013","Ljubljana",338,64.5,0.8,0.4625,0.1,2.2,1.425,0.7,0,0,993.3,993.0125,992.8,91.6,84.675,78.3,5.9,4.775,3.6,6.4,4.8875,3.5,133.05,"4",96.4
"2014","Ljubljana",364,63.875,4.2,2.675,1.9,8,5.5,3.6,0,0,989,988.55,988.2,54.7,51.0375,46.9,4.1,3.7875,3.3,12.2,10.15,9.2,129.95,"4",109.066666666667
"2016","Ljubljana",365,72,0.9,0.4375,0.2,1.9,1.375,1,0,0,993.1,992.6625,992.5,82.4,76.5,69.5,6.5,4.975,4.5,10,8.325,6.8,125.25,"4",127.65
"2017","Ljubljana",72,17,2.5,1.55,0.7,4.8,3.6125,2.2,0,0,993.8,991.9625,990.3,67.8,63.4625,55.3,5.5,3.225,1.5,13.8,12.225,11.5,100.5,"4",125.05
"2020","Ljubljana",84,18,4.1,2.9125,1.4,7.5,6.5875,3.6,0,0,981.1,980.3,980,62.5,56.2875,52.8,4.5,3.7875,2.9,14.8,14.1125,13.5,128.3,"4",127.716666666667
"2026","Ljubljana",424,87.625,1.2,0.475,0,3.3,1.7875,0.2,0,0,983,982.5,982.1,71.7,64.975,54.9,7.1,4.4875,3.4,11.5,8.875,7.3,127.4,"4",113.05
"2028","Ljubljana",341,84.125,1.1,0.4375,0.1,2.5,1.5875,1,0,0,982.6,982.3875,982.2,95.4,90.7125,80.8,5.6,3.525,2.5,10.1,7.825,6.4,123.55,"4",125.3
"2030","Ljubljana",476,97.25,3.1,2.2,1.5,7.4,4.9625,3.7,0,0,976.2,974.8875,974.1,77.2,73.6625,64.3,4.2,3.85,3.5,15.8,13.875,13.2,111.3,"4",117.7
"2032","Ljubljana",424,78.625,1.4,0.9625,0.4,3.7,2.525,1.9,0,0,985.1,983.175,980.5,93.4,83.8625,74,0.2,-1.0375,-2.1,10.5,9.15,7.3,89.35,"4",98.5166666666667
"2037","Ljubljana",352,74.5,3.6,2.6,2,7.3,5.45,4.5,0,0,979.5,979.15,978.9,86.7,82.275,72.7,8,6.475,6,17.4,15.1875,14.2,88.4,"5",90.8
"2041","Ljubljana",468,108.75,1.3,0.5875,0.1,3.3,2.05,0.8,0,0,984.6,984.25,983.9,87.7,77.0375,63.5,9,5.4,4.4,15.8,12.6625,10.2,121.1,"5",111.85
"2045","Ljubljana",374,84.5,3.3,0.9875,0.3,6.6,2.975,1.7,0,0,985.8,985.1875,984.8,81.5,68.3125,48.3,16.1,14.125,13.2,17.1,14.675,12.7,157.65,"5",114.516666666667
"2051","Ljubljana",68.4,16.075,4.3,2.6375,1.6,8.2,5.7375,3.4,0.825,6.4,982.4,979.725,977.3,95.7,93.0875,90.2,5.7,4.7,3.8,13.5,11.4625,10.1,68.9,"5",106.65
