"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","O3","Mesec","Predviden_O3"
"780","Koper",345,61,3.9,3.1125,2.4,8.9,7.5875,6.4,0,0,1018.9,1016.6,1014.6,37.8,26.6,18.7,-6,-6.4875,-7.1,12.3,11.025,10.1,101.55,"4",107.3
"781","Koper",96,16.25,4.6,2.025,1,7.6,3.35,1.6,0,0,1017,1015.3875,1014.3,59.9,54.8625,47.1,-3.9,-4.45,-4.9,10.7,7.9625,6.7,93.35,"4",104.433333333333
"783","Koper",351,63.125,5.1,3.8125,2.8,12.5,9.225,7.2,0,0,1019.6,1018.675,1018,37,33.6125,30.2,-7.4,-7.9625,-8.7,9.3,8.15,7.3,87.5,"4",95.6
"786","Koper",333,60.625,2.3,1.675,0.7,4,3.0125,1.6,0,0,1030.8,1029.7125,1028.8,65.8,59.95,51.7,2.1,0.7,-0.4,12,7.4125,5.9,112.25,"4",99.65
"787","Koper",327,59.125,2.2,1.4875,0.4,3.8,2.7125,1.7,0,0,1028.4,1027.85,1027.5,82.1,76.975,68.4,5.9,4.775,3.6,11.9,8.3375,7.2,137.3,"4",107.9
"791","Koper",250,47.625,2.5,1.775,1.1,6.7,3.3125,1.9,0,0,1025.1,1024.45,1023.8,71.1,63.2625,44.3,5.5,3.225,1.5,17.6,13.6875,12,131.55,"4",131.05
"792","Koper",313,59.625,2.3,1.8625,0.8,3.8,3.1875,2.1,0,0,1024.4,1023.9875,1023.7,74.6,68.75,59.7,6.8,5.15,4.5,16,12.15,10.6,133.2,"4",132.8
"800","Koper",423,84.875,4.1,2.75,1.3,8.3,5.0875,2.8,0,0,1017,1015.8,1015.2,56.9,40.2125,26.2,7.1,4.4875,3.4,20.7,15.575,12.5,136.05,"4",132.233333333333
"801","Koper",27,7.25,3.3,2.275,1.4,5.4,4.1375,2.6,0.2125,1.7,1016.4,1014.6875,1013.9,78.1,61.8,57.1,2.8,2.075,1.8,16.2,15.4875,14.4,116.9,"4",138.133333333333
"813","Koper",418,88,2.4,1.4625,0.8,3.8,2.8,1.7,0,0,1013,1012.3875,1011.9,82.1,76.925,66.8,11,9.825,9.1,19.4,16.575,15.5,105.85,"5",109.466666666667
"815","Koper",477,105.625,2.9,1.7625,0.8,4.3,2.9,1.5,0,0,1016.3,1016.1875,1016.1,61.7,56.0375,42.5,9,5.4,4.4,21.7,17.075,14.7,130.7,"5",118.166666666667
"825","Koper",23,5.375,3.2,2.125,0.9,8,5.0125,2.2,0.9,7.2,1011.2,1010.35,1009.7,84.9,65.5,55,5.3,4.5375,3.6,16.2,15.1125,13.7,83.5,"5",111.15
"832","Koper",468,108.125,2.6,1.9375,1,3.7,3.1,2,0,0,1014.1,1013.7125,1013.3,78.7,71.875,53.6,11.7,7.4875,6,20.9,16.45,14.4,143.05,"5",111.8
"837","Koper",324,66.25,2,1.425,0.6,3.5,2.5375,1.2,0,0,1021.7,1020.95,1020.4,71.6,66.55,56.3,15.3,13.875,13.1,26,22.625,21.2,156.3,"6",143.083333333333
"842","Koper",503,110.875,2.6,1.725,0.7,3.9,2.825,1.3,0,0,1014.1,1013.775,1013.5,60.8,53.7,44.8,13.8,10.65,9.3,26.7,21.7875,19.5,140.4,"6",141.95
"847","Koper",416,101,3.8,1.7875,0.5,7.6,3.5625,1.6,0,0,1012.9,1011.975,1010.9,71.3,58.625,36.5,12.9,12.3,11.7,28.6,24.125,21.5,119.7,"6",142.566666666667
"852","Koper",210,61.5,2.1,1.5875,0.6,3.9,2.55,1.4,0,0,1012.3,1011.375,1011,75.2,68.8875,58.6,10.2,8.8625,8.1,22.5,19.7625,17.9,103.1,"6",124.283333333333
"855","Koper",436,89.375,2.6,1.625,1.1,4.1,2.925,1.8,0,0,1017.9,1017.5,1017.2,64.7,60.3375,46.9,7.1,5.425,4.8,22.4,18.7125,16.6,119.1,"6",101.783333333333
"856","Koper",306.8,58.275,6.8,4.1125,1.5,12,8.025,4.3,0,0.3,1010.2,1008.425,1007.7,69,61.375,50.9,8.9,7.8,6.6,23.9,22.1,21.2,109.7,"6",107.116666666667
"860","Koper",396,100.75,2.5,1.7625,0.7,4.2,3.025,1.2,0,0,1018.3,1018.1125,1018,68.1,60.925,52.6,11.4,9.65,8.8,24.6,20.25,18,163,"6",120.5
"864","Koper",319,79.375,2.4,1.85,0.8,3.8,3.15,2.1,0,0,1021,1020.55,1020.1,62.9,56.5125,45.5,14.8,11.7375,10.9,26.1,21.1875,19,139.8,"7",130.883333333333
"866","Koper",482,104.5,2.3,1.6375,0.9,3.6,2.8625,1.8,0,0,1023.3,1022.75,1022.4,68.3,62.2375,53.2,16.8,13.925,12.7,26.4,23.875,21.8,178.95,"7",141.4
"870","Koper",446,97.75,2.3,1.575,0.9,3.4,2.5625,1.5,0,0,1016.9,1016.55,1016.2,76.3,71.6375,64.9,19.2,17.1375,16.6,28.6,25.6125,24.2,152.7,"7",154.7
"871","Koper",414,92.25,2.6,1.625,0.9,3.8,2.7125,1.8,0,0.2,1011.3,1010.1625,1009.4,80.4,68.7375,48.1,16.9,16.25,15.8,29.7,26.4875,24.5,144.15,"7",148.133333333333
"872","Koper",186,31.25,5.6,3.65,2.4,15.4,9.5625,7.3,1.1875,9.3,1012.6,1010.225,1008.7,71.3,62.2375,50.9,9,8.675,8.5,23.4,22.7,21.8,88.95,"7",146.366666666667
"875","Koper",482,103.625,2.5,1.8375,1.2,4,3.1,2.1,0,0,1015.9,1015.7125,1015.4,75.8,66.9625,57.2,15.4,14.025,13.1,24.9,21.425,19.8,186.8,"7",127.783333333333
"876","Koper",226,60.875,2.5,1.7875,0.7,3.9,3.15,1.7,0,0,1013.1,1012.2375,1011.6,63.7,55.8125,49.1,14.6,12.975,11.9,26.8,23.8,22.4,163.6,"7",160.4
"877","Koper",470,100.625,2.1,1.6625,1.1,3.7,2.7875,1.7,0,0,1015.1,1014.725,1014.3,60.7,55.325,45.2,12.3,10.9375,10.4,26.9,23.35,21.5,147.05,"7",171.4
"879","Koper",407,85.125,2.2,1.6625,0.7,3.6,2.7625,1.6,0,0,1017.6,1017.225,1017.1,62.9,58.975,52.1,16.3,14.725,14,27.9,24.9375,23.6,156.8,"7",162.066666666667
"885","Koper",439,92.75,2.4,1.625,0.7,3.9,2.8125,1.7,0,0,1013.1,1012.975,1012.8,61.4,54.5,38.9,19.7,16.9625,15.8,33.1,27.8625,25.8,149.9,"7",166.983333333333
"890","Koper",359,69.625,2.7,2.1625,1.6,5.5,4.5625,3.4,0,0,1007.6,1007.0125,1006.5,62.1,57.275,50.1,10.5,8.85,8.4,26.6,24.1,23.5,126.65,"7",160.683333333333
"895","Koper",174,47,4.7,2.15,0.7,6.3,3.5,1.5,0.5125,4.1,1016.4,1015.175,1014.3,90.3,86.2375,79,11.1,10.7125,10.3,22.4,21.5375,20.7,119.8,"8",105.916666666667
"899","Koper",405,82.875,2.5,1.75,1,4.3,2.95,2.2,0,0,1015.2,1014.925,1014.8,68.8,62.325,43.9,16.5,13.925,12.9,31,25.25,23.1,148.05,"8",122.083333333333
"900","Koper",389,79.875,2.8,1.825,0.9,4.4,2.975,1.9,0,0,1015.3,1014.825,1014.6,63.6,56.8875,51.9,17.6,14.95,13.3,30,25.3625,23.6,134.05,"8",130.216666666667
"901","Koper",382,77,2.2,1.75,1.4,3.3,2.9125,2.5,0,0,1015.8,1015.475,1015.1,59.9,54.3375,41.3,18.3,14.8125,13.8,31.7,26.925,25.5,170.7,"8",131.183333333333
"902","Koper",390,78.5,2.5,1.75,0.5,3.8,2.825,1,0,0,1015.3,1014.9,1014.7,62.6,57.9,45.8,17,14.675,13.9,29.4,25.6375,24,154.45,"8",150.933333333333
"904","Koper",351,73.875,3,1.8625,0.6,5.1,3.4875,1.6,0,0,1012.1,1011.6875,1011.3,83.7,67.9875,49.6,15.8,15,14.5,27.5,23.7125,22,153.6,"8",163.033333333333
"906","Koper",382,76.25,2.7,2.1125,1.3,4.3,3.25,2,0,0,1015.2,1014.6875,1014.5,51,45.975,34.6,18.5,15.275,14.3,30.8,25.0375,23.2,167.65,"8",163.733333333333
"909","Koper",285,61.125,2.1,1.625,1.1,4.7,3.175,2.2,0,0.1,1008,1007.6,1007.4,82.4,75.2625,62.5,12.6,11.3625,9.8,25.4,22.925,21.8,114.85,"8",167.683333333333
"911","Koper",2,0.25,2.7,2.2125,1.6,4,3.4,2.8,0,0,1003.8,1002.85,1001.5,91.4,89.975,87.2,-5.4,-5.6375,-6,3.3,2.225,1.7,64.95,"1",119.416666666667
"912","Koper",2,0.25,2.1,1.5875,1.2,3.2,2.6875,2.1,0,1.3,1009,1006.8,1005.2,96.3,92.3,88,-0.2,-3.425,-5.4,7.4,6.425,5.1,27.9,"1",90.2
"913","Koper",1,0.125,2,1.225,0.6,3.1,2.1125,1.1,1.075,12.8,1009.5,1009.0625,1008.6,96.6,96.4,96.1,1.4,1.0375,0.3,9.4,9.1125,8.8,41.05,"1",61.2166666666667
"924","Koper",3,0.375,2.4,2.0375,1.7,3.7,3.15,2.6,0,0,1018.9,1018.275,1017.9,76.6,75.2375,73.1,-6.3,-7.125,-9.4,-1.3,-1.825,-2.3,66.85,"1",65.2833333333333
"931","Koper",2,0.25,2.4,1.5,0.8,3.6,2.675,1.7,0,0,1029.8,1029.4875,1029.1,94,92.4625,89.2,7.6,7.3625,7.1,4.7,3.1375,2.3,29.05,"1",56.7
"932","Koper",1,0.125,1.8,1.1875,0.7,2.8,2.2875,1.6,0,0,1029.2,1028.475,1027.8,93.4,91.7625,91.2,4.9,0.0125000000000001,-1.5,9.4,8.4375,7.9,30.65,"1",43.4833333333333
"934","Koper",1,0.125,1.8,0.725,0.3,2.9,1.375,0.7,0,3.3,1022,1020.1125,1018.6,98.9,98.5375,97.9,1,0.9125,0.8,9,8.9,8.8,74.3,"2",32.1666666666667
"936","Koper",12,1.5,2,1.8125,1.5,3.2,2.9625,2.8,0,0,1024.8,1023.025,1022.4,84,78.4625,73,-4.1,-4.8875,-6.3,4.1,3.15,2.4,73.85,"2",60.9666666666667
"940","Koper",13,1.625,6.3,1.9125,0.8,9.4,3.425,1.4,0,2.4,1016.3,1015.5625,1015,95.9,88.7625,70.1,-0.5,-0.925,-1.1,12.7,10.3875,9.4,79.7,"2",82.5666666666667
"946","Koper",5,0.625,1.9,1.1,0.6,4.1,2.0625,1.2,0,0,1000.7,998.8,998.1,96.7,96.1625,95,-0.8,-1.1875,-1.4,9.1,8.6,8.3,71.15,"2",71.7833333333333
"948","Koper",4,0.5,5.4,3.675,2.5,13,9.6375,5.7,0.475,3.8,1019.6,1017.875,1015.7,79.2,66.4625,57.8,-4.4,-4.475,-4.6,8.9,8.0875,7.3,55.45,"2",68.3333333333333
"949","Koper",26,3.25,2.1,1.35,0.6,3.7,2.9,2.1,0,0,1017.6,1015.475,1014.2,96,94.925,92.9,-0.7,-0.7875,-0.9,9.3,8.2,7.3,40.75,"2",65.8166666666667
"951","Koper",39,4.875,5.1,2.825,1.2,12.4,7.225,3.1,0,0,1023.2,1020.6625,1019.4,67.9,61.1625,50.9,-5.7,-6.7,-7.8,9,8.3,7.7,73.55,"2",61.1333333333333
"952","Koper",41,5.125,2.9,2.1375,1.3,5.1,3.9875,3.2,0,0,1023,1022.1875,1021.3,73.9,70.2125,67.5,0,-2.7375,-5.2,8.3,7.3375,6.3,89.35,"2",67.1666666666667
"956","Koper",9,1.125,1.9,1.3125,0.7,4.2,2.4625,1.3,0.075,0.6,1014.7,1013.55,1012.8,70.7,58.025,50.7,-4.3,-5.6375,-6.8,8.1,7.225,5.9,74.05,"2",74.1333333333333
"958","Koper",9,1.125,1.9,1.3625,0.8,2.8,2.275,1.5,0,1.4,1010.8,1010.2375,1009.8,74.8,67.2625,57.7,-5.6,-7.2125,-9,5.8,4.675,3.5,84.35,"2",71.1666666666667
"959","Koper",22,2.75,5.5,4.125,2.1,10.9,8.625,5.7,0.1875,0.1,1010.3,1009.5875,1009.2,88.1,79.15,72.1,-0.4,-0.8375,-1.2,14.1,13.1,11.8,88.35,"2",75.15
"960","Koper",56,7.25,5.3,4.1375,3,14.7,11.45,8.4,1.075,8.7,1004.7,1002.8375,1001.1,82.2,69.1375,58.2,0.2,-0.3875,-1.1,13.4,11.5625,10.5,92.1,"2",79.9166666666667
"963","Koper",2,0.25,5.7,4.3375,2.4,10.5,9.1625,6,1.2625,10.1,997.8,995.0875,993.2,88.9,77.0875,68.7,-3.1,-3.875,-4.9,11.6,10.65,6.7,84.9,"3",91.0166666666667
"965","Koper",53.9,6.975,3.7,2.1375,0.5,9.6,4.5625,1.6,0,0,1007.1,1005.75,1004.8,72.3,69.75,64.6,-4,-4.95,-5.6,10.5,8.225,5.8,100.5,"3",85.4833333333333
"966","Koper",53,7.5,5.7,4.4875,3.3,9.3,7.7125,5.8,0,0,1000.9,999.6625,998.8,81.4,73.1875,69.4,-2,-2.725,-3.2,11.2,10.8625,10.5,89.4,"3",88.9
"967","Koper",102,13.375,1.5,1.2125,0.9,4,2.1625,1.5,0,0,1001.8,1001.1375,1000.7,86.7,82.7375,80.3,-3.3,-4.15,-5.2,8.4,7.525,6.7,74.7,"3",90.4
"970","Koper",99,13.75,2.7,2.2375,1.5,6.4,5.725,4.8,0,0,1008.7,1007.55,1007,61.2,57.8375,55.8,-3.8,-4.4875,-4.7,9.9,8.675,8.1,87.7,"3",75.2666666666667
"973","Koper",193,27.75,5.5,3.8375,2.5,13.3,10.4625,7.8,0,0,1019.3,1018.9125,1018.7,60.2,54.1125,48.6,-3.4,-3.725,-4,10.8,10.225,9.4,72,"3",79.8833333333333
"974","Koper",178,26.5,4.8,2.6625,1.7,12.8,8.4375,6.3,0,0,1023.5,1022.4625,1021.8,56.8,54.0375,49.8,-4.2,-4.65,-5.1,10.1,9.5875,9.2,86.4,"3",74.65
"980","Koper",186,27.75,2.5,1.9125,1.1,3.8,3.15,2,0,0,1017.1,1016.775,1016.4,78.1,75.0875,67.5,0.3,-0.5375,-1,8.8,6.5625,5.6,119.95,"3",104.283333333333
"986","Koper",167,29.5,1.8,1.225,0.8,2.8,2.0875,1.3,0.0125,0.1,1018.1,1017,1016.4,70.1,66.0625,59,-2.5,-2.625,-3.1,10.5,9.225,8.5,112.7,"3",94.6333333333333
"993","Koper",144,24.5,2,1.2875,0.7,4,2.675,1.7,0,0,1019.5,1019.35,1019.1,89.7,83.9125,73.1,3.8,2.725,1.8,13.2,12,11.1,88.65,"4",99.1
"994","Koper",235,40.5,2.1,1.25,0.5,3.9,2.375,1.6,0,0,1019.1,1018.25,1017.7,76.6,73.35,65.1,9.2,8.425,7.5,13.8,11.2375,10.3,84.6,"4",94.9666666666667
"995","Koper",78,14.25,1.7,1.2375,0.8,3.2,2.425,1.9,0,0,1017.5,1016.9375,1016.4,92.4,89.225,82.8,6.5,5.7375,4.4,13,11.9,11.3,99.35,"4",89.0666666666667
"997","Koper",274,47.125,2,1.1125,0.8,3.6,2.3125,1.5,0,0,1012.4,1012,1011.5,88.4,86.775,79.9,7.6,7.1125,6.7,13.4,11.4625,10.4,111.75,"4",96.35
"998","Koper",284,51.5,2.3,1.5375,0.5,4.1,2.725,1,0,0,1010.3,1009.8125,1009.2,87.9,81.8875,69.4,7.5,6.625,6,14.5,11.3375,10.2,102.2,"4",105.4
"1002","Koper",236,39.625,2,1.525,1.1,3.6,2.7,2.3,0,0,1012.7,1012.0375,1011.5,83.9,79.175,70.2,1.8,1.4125,1.1,14.9,11.7875,10.3,112.4,"4",80.0833333333333
"1008","Koper",250,47.625,4.9,3.3,2,9.7,6.1,4.4,0,0,1012.9,1012.15,1011.7,73.2,67.125,58.6,4.2,3.725,3.1,18.8,17.2375,16.4,120.6,"4",114.6
"1014","Koper",82,20.625,2.2,1.5125,1,5.1,3.4125,2,0,0,1012.5,1010.0875,1008.3,83.1,76.7625,70.8,2.5,1.8375,1,15.3,13.8875,12.8,100.7,"4",123.85
"1021","Koper",472,100.375,2.3,1.325,0.4,4.1,2.625,1.1,0,0,1019.2,1018.7375,1018.4,78.3,71.5125,49.8,2.4,0.6875,-0.3,13.9,9.1375,7,118.9,"4",108.75
"1027","Koper",456,98.5,2,1.3,0.8,3.4,2.55,1.7,0,0,1020,1019.425,1018.9,75.7,68.5375,58.9,7.6,4.625,3.2,18.1,13.7375,11.7,128.45,"5",113.316666666667
"1040","Koper",333,62.75,2.9,1.925,0.8,6.9,3.925,2.3,0.1375,1.1,1013.1,1011.45,1010.8,77.8,71.325,64.8,2.9,2.125,1.2,17.8,14.825,12.9,107.2,"5",121.166666666667
"1042","Koper",502,111.25,2.3,1.7375,0.9,4.2,3.225,2.4,0,0,1020,1019.2,1018.5,67.9,61.175,43.5,9.2,6.75,5.1,20.9,16.25,14.3,150.15,"5",114.733333333333
"1044","Koper",220,55.375,4.1,2.25,1,7.8,4.2,2.1,0,0,1013.7,1012.325,1011,69.4,62.5875,47.7,10.2,8.1875,5.9,21.5,16.975,14.7,138.6,"5",142.316666666667
"1046","Koper",483,109.25,2.1,1.625,0.9,3.6,2.9,1.7,0,0,1013.1,1012.1625,1011.6,87,80.7,63.2,10.6,8.5375,7.4,18.2,13.8375,12.1,117.3,"5",138.066666666667
"1047","Koper",461,104.25,2,1.4625,0.8,3.4,2.6875,1.6,0,0,1015.6,1014.9125,1014.4,84.3,78.1875,61.5,11.5,10.275,9.4,20.3,15.7375,13.9,140.45,"5",120.983333333333
"1049","Koper",495,110,2.5,1.875,0.6,3.9,3.1125,1.1,0,0,1015.9,1015.1625,1014.8,79.7,74.8625,66.2,12.9,11.975,10.8,21.1,17.85,16.1,145.55,"5",137.7
"1053","Koper",389,97.75,3.9,2.0375,0.9,6.4,3.6625,1.6,0,0,1013.9,1013.4,1012.9,84.4,77.725,65.5,4.9,4.2125,3.8,21.4,17.2875,15.4,115.55,"6",109.7
"1058","Koper",217,55.375,2.2,1.45,0.6,3.2,2.425,1.6,0,0,1017.4,1016.325,1015.7,90.1,85.85,70.7,11.1,9.3,8.4,20.9,18.475,17,123.7,"6",110.85
"1060","Koper",401,76.5,2.3,1.6375,0.8,3.8,2.6625,1.8,0,0,1018.9,1018.2125,1018,77.9,73.875,66.2,10,8.4875,7.9,22.8,19.5375,18,136.65,"6",124.283333333333
"1067","Koper",161,29.75,7.9,4.075,1.5,12,6.8375,3.1,2.05,16,1001.3,999.8625,999.4,89.9,81.25,73.6,7.1,6.2875,5.5,20.2,19.3375,18.2,102.45,"6",106.883333333333
"1069","Koper",449,73.625,7.7,5.05,2,14.2,9.3875,3.7,0.4375,3.5,1009.2,1005.7875,1003.6,81.2,73.9875,60.7,12.1,9.7,6.4,24.4,22.725,21.1,103.5,"6",97.1166666666667
"1076","Koper",480,106.75,2.6,1.85,1.3,4.5,3.15,2.2,0,0,1018.2,1016.95,1016.3,77.3,69.775,50.3,15.4,14.725,14.4,30.8,25.5,23.4,121.5,"6",105.666666666667
"1080","Koper",521,112.875,2,1.1125,0.7,4.3,2.5,1.4,0,0,1018.1,1017.425,1016.9,60.1,48.7625,37.4,10,8.375,7.6,24.3,21.9125,19.1,123.25,"6",125.866666666667
"1081","Koper",507,109.875,2.7,1.7375,0.6,3.9,2.9375,1.7,0,0,1016.8,1016.5,1016.2,72,60.75,41.6,12.4,10.4625,9.7,26.5,20.4875,18,146.55,"6",119.1
"1098","Koper",324,61.25,3.1,2.2625,1.4,6.4,4.55,3.6,0,0,1017.8,1017.4,1017.1,53.3,43.825,35.8,5.3,5.025,4.8,21.2,19.1125,16.8,102.65,"7",97.3
"1100","Koper",469,98.625,2.4,1.7125,0.6,3.7,2.9,1.9,0,0,1019.7,1019.5875,1019.4,69.8,62.875,48.4,13.9,12.225,11.3,26.7,20.6875,18.6,168.2,"7",113.266666666667
"1101","Koper",468,98.375,2.5,1.85,0.8,4.2,3.1,1.8,0,0,1019.1,1018.875,1018.6,62.4,55.65,43.3,13,12.5375,11.9,28,22.25,20.1,145.85,"7",143.3
"1112","Koper",441,91.5,2.3,1.6875,1,3.4,2.775,1.9,0,0,1014.9,1014.725,1014.6,77.5,72.475,63.9,14.8,14.325,14.1,26.3,23.1625,21.8,156.5,"7",127.466666666667
"1115","Koper",396,87.75,2.2,1.475,0.6,6.5,3.7,1.2,0,0,1017.9,1016.975,1016.5,50.7,45.2125,40.3,11.2,9.55,8.6,24.2,23.3,21.4,125.7,"8",145.266666666667
"1117","Koper",438,89.875,2.2,1.6125,0.9,3.8,2.725,1.5,0,0,1014.5,1014.1,1013.9,58.6,55.2,47.8,16.4,14.725,13.9,25,21.5125,20,171.7,"8",128.733333333333
"1119","Koper",376,64,3.5,2.4625,1.5,8.9,6.55,4.6,0,0,1017.2,1015.3875,1013.7,65.2,53.65,42.4,10.1,8.7375,6.8,24,21.8875,21.1,90.95,"8",148.116666666667
"1123","Koper",298,49.625,6.3,2.4625,0.9,10.1,5.075,1.6,0,0,1011.3,1010.375,1009.3,62.5,58.6625,53,9.3,8.6625,8.3,24.4,22.85,21.4,87.65,"8",117.85
"1125","Koper",294,69.75,2,1.1875,0.7,3.7,2.5125,1.6,0,0,1024.9,1023.7,1022.9,61.3,53.7125,40.3,6.3,4.4625,3.5,20,17.1875,15.9,110.3,"8",105.9
"1130","Koper",384,71.625,2,1.2625,0.6,3.8,2.6125,1.3,0.025,0,1011.4,1010.1875,1009.6,75.8,65,52.5,12.8,11.9375,11.4,25.9,23.2625,22.1,125.85,"8",144.45
"1141","Koper",341,64.5,2.3,1.5125,0.8,3.3,2.6375,2.3,0,0,1018.5,1018.1875,1017.8,78.4,73.55,65.7,18.4,16.5125,14.8,25,20.6625,19.2,138.5,"8",121.35
"1144","Koper",352,66,2.4,1.925,1.4,5.4,4.4875,3,0,0,1020,1019.775,1019.5,53.8,45.7,36.9,11.7,9.725,9,26.3,24.0875,23.4,122.8,"8",130.416666666667
"1145","Koper",351,65.875,2.2,1.675,0.9,5.3,3.025,1.6,0,0,1019.3,1019,1018.7,68.6,59.9625,49.8,14,12,11,24.7,21.1875,18.6,144.45,"9",125.183333333333
"1146","Koper",335,62.25,2.4,1.5625,1,4.1,3.0625,2.2,0,0,1019.2,1018.875,1018.5,66.3,56.7875,46.1,14.1,12.7875,12.1,26.3,23.5375,20.4,139.05,"9",127.483333333333
"1147","Koper",181,38.25,2.4,1.5625,0.6,3.6,2.625,1.5,0,0,1018.4,1018.0625,1017.6,69,63.9375,54.2,14.5,12.25,11.7,25.1,21.6625,20,144.1,"9",135.433333333333
"1150","Koper",189,38.25,2.7,2.0625,1.3,6.8,3.9125,3,0,0,1017,1016.8125,1016.6,76.2,65.775,42.3,7.9,7.0625,6.1,23.2,19.025,17.2,72.7,"9",131.366666666667
"1158","Koper",260,45,2.3,1.7125,1.3,3.7,2.7875,1.9,0,0,1013.9,1013.675,1013.5,77.9,73.25,62.4,14.1,12.2625,11.5,23,20.1875,18.8,123.05,"9",125.916666666667
"1161","Koper",177,26.625,3.7,2.95,2,8.4,5.7875,3.1,0.4125,3.3,1009.9,1009.075,1008.4,86.2,82.1375,77.5,9.5,8.6625,7.8,21.4,20.375,19.6,94.2,"9",107.3
"1164","Koper",65,11,2.8,2.125,1.8,3.8,3.2,2.6,0,0,1011.6,1010.825,1010.5,84.2,82.35,78.5,7.8,7.25,6.9,18.7,17.7625,17.1,70.85,"9",88.6833333333333
"1167","Koper",254,41.75,2.8,2.3,1.3,4.1,3.375,2.2,0,0,1024,1023.525,1023.2,77,72.225,63.5,8.1,4.9125,3.7,18.1,14.7,13.2,107.65,"9",81.2
"1174","Koper",152,24.875,2.6,2.025,1.4,4.4,3.2875,2.1,0,0,1022.4,1021.3,1020.7,82.4,77.475,68.4,11.8,10.2625,7.1,18.9,17.1125,16,134,"9",120.983333333333
"1176","Koper",17,2.875,2.9,1.675,1.1,5.9,3.2625,2,0.9375,7.5,1015.1,1014.075,1013.7,90.2,85.075,75.6,8,7.4875,7.2,20.6,19.25,18.2,113.85,"10",126.366666666667
"1177","Koper",19,3.125,3.2,2.7625,2.1,10.7,6.6625,3.7,4.275,34.2,1018.2,1016.425,1014.9,87.2,81.5125,72.7,5.7,3.8375,2.3,18.6,16.5625,14.8,70.55,"10",122.266666666667
"1179","Koper",189,30.875,3.3,2.3,1.8,8.1,5.525,3.5,0,0,1021.4,1020.9875,1020.6,70.5,47.975,36.8,1.2,0.0499999999999999,-1.6,15.4,14.5125,12.8,66.2,"10",89.7666666666667
"1186","Koper",73,11.625,2.3,1.825,1,4.1,3.075,2.2,0,0,1013.8,1012.7875,1012.2,79.1,72.25,62.8,-2,-2.95,-3.6,9.1,7.4375,5.5,72.5,"10",65.8166666666667
"1191","Koper",21,2.875,1.7,1.225,0.6,3,2.1375,1.4,0.15,1.2,1021.7,1020.9,1020.3,91.2,90.0375,88,5.5,4.775,4.2,15.6,15.3375,15,44.95,"10",69.3333333333333
"1199","Koper",109,14.25,3.1,1.5,0.8,4.1,2.675,1.9,0.0375,0.3,1021.9,1021.0875,1020.8,94.6,94.05,93,7,6.5375,6.1,17.2,16.65,16.3,59.75,"10",59.2833333333333
"1201","Koper",118,15.375,3.9,2.9375,2,8.8,6.8125,4.7,0,0,1032.7,1031.7625,1031.2,58.4,56.3125,53.7,4.8,1.4125,0.1,13.8,13.0875,12.6,63.15,"10",57.3166666666667
"1202","Koper",117,15.5,2.8,1.9625,1.2,4.3,3.425,2.6,0,0,1029.8,1028.575,1027.9,77,73.75,69.2,8.4,7.7875,7.1,10.2,8.625,7.9,67.5,"10",63.1333333333333
"1203","Koper",121,15.625,3.1,1.9875,1.3,4.4,3.3,2.8,0,0,1025.4,1024.4125,1023.7,84.9,81.3625,75.3,3.4,2.575,2,11.3,10.1125,9.6,82.6,"10",65.7166666666667
"1204","Koper",110,14.125,1.9,1.6125,1.1,3.3,2.8125,2.1,0,0,1026.8,1025.6,1025.1,81.9,75.8875,67.5,0.8,0.05,-0.5,11.3,10,9,75.55,"10",71.0833333333333
"1206","Koper",3,0.375,2.3,1.4125,0.7,4.1,2.5875,1.6,0.0625,0.5,1020.3,1018.5875,1017.5,85.2,83.2,80.5,2.8,1.5625,1.1,14.3,13.7375,13.2,77.45,"11",79.4
"1207","Koper",14,1.875,3,1.3375,0.5,7.6,2.7875,1.2,0,0,1014.5,1013.325,1012.8,90.9,82.3625,54.6,2.5,0.15,-1.4,13.9,13.5,13.2,60.05,"11",77.6833333333333
"1208","Koper",99,12.5,3,2.2625,1.8,4.3,3.6375,3.2,0,0,1021.8,1021.25,1020.8,74,71.4875,68.1,-2.1,-4.1625,-4.9,5.7,5.1625,4.4,67.1,"11",72.5166666666667
"1211","Koper",63,7.875,3.5,2.4,2,4.7,3.85,2.8,0.0625,0.5,1004,1001.25,999.1,86.6,79.6375,73.5,-0.1,-1.725,-3.1,13.3,12.5625,11.8,78.35,"11",75.9666666666667
"1213","Koper",85,10.625,3.3,2.5125,1.7,7.4,5.6625,4.5,0,0.4,1008.4,1007.6125,1007.3,56.9,53.3875,46.3,-6.8,-7.3875,-8.2,8.2,7.95,7.6,68.5,"11",74.9833333333333
"1214","Koper",22,2.75,1.8,1.4875,1.1,3.3,2.55,2.1,0.05,0,1011.2,1010.35,1009.8,85.2,79.3625,71.6,-2.9,-4.25,-5.3,8.4,7.375,6.9,50.6,"11",71.75
